orz,id,hero_star,star_quality,star_num,qualification1_id1,qualification1_num1,qualification1_id2,qualification1_num2,qualification2_id1,qualification2_num1,qualification2_id2,qualification2_num2,qualification3_id1,qualification3_num1,qualification3_id2,qualification3_num2,qualification4_id1,qualification4_num1,qualification4_id2,qualification4_num2,qualification5_id1,qualification5_num1,qualification5_id2,qualification5_num2,qualification6_id1,qualification6_num1,qualification6_id2,qualification6_num2,qualification7_id1,qualification7_num1,qualification7_id2,qualification7_num2,qualification8_id1,qualification8_num1,qualification8_id2,qualification8_num2,qualification9_id1,qualification9_num1,qualification9_id2,qualification9_num2,qualification10_id1,qualification10_num1,qualification10_id2,qualification10_num2,starlv_id1,starid_num1,starlv_id2,starid_num2,starlv_id3,starid_num3,starlv_id4,starid_num4,qualification1_type1,qualification1_value1,qualification1_type2,qualification1_value2,qualification1_type3,qualification1_value3,qualification2_type1,qualification2_value1,qualification2_type2,qualification2_value2,qualification2_type3,qualification2_value3,qualification3_type1,qualification3_value1,qualification3_type2,qualification3_value2,qualification3_type3,qualification3_value3,qualification4_type1,qualification4_value1,qualification4_type2,qualification4_value2,qualification4_type3,qualification4_value3,qualification5_type1,qualification5_value1,qualification5_type2,qualification5_value2,qualification5_type3,qualification5_value3,qualification6_type1,qualification6_value1,qualification6_type2,qualification6_value2,qualification6_type3,qualification6_value3,qualification7_type1,qualification7_value1,qualification7_type2,qualification7_value2,qualification7_type3,qualification7_value3,qualification8_type1,qualification8_value1,qualification8_type2,qualification8_value2,qualification8_type3,qualification8_value3,qualification9_type1,qualification9_value1,qualification9_type2,qualification9_value2,qualification9_type3,qualification9_value3,qualification10_type1,qualification10_value1,qualification10_type2,qualification10_value2,qualification10_type3,qualification10_value3,starlv_type1,starlv_value1,starlv_type2,starlv_value2,starlv_type3,starlv_value3,skillid1,skillid2,skillid3,skillid4,skillid5,skillid6,skillid7,skillid0,skillopen,qualification1,qualification2,qualification3,qualification4,qualification5,qualification6,qualification7,qualification8,qualification9,qualification10,starlv,qualification_icon1,qualification_icon2,qualification_icon3,qualification_icon4,qualification_icon5,qualification_icon6,qualification_icon7,qualification_icon8,qualification_icon9,qualification_icon10,starlv_icon
23,1002,8,4,2,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,30101000,0,12100201,4,0,0,29,1640,0,0,99,364544,10,1510,0,0,99,364544,29,1640,0,0,99,364544,10,1510,0,0,99,364544,29,1640,0,0,99,364544,10,1510,0,0,99,364544,10,1510,0,0,99,364544,10,1510,0,0,99,364544,10,1510,0,0,99,364544,0,0,0,0,0,0,6,93310,30,3480,99,1458176,100200,100201,100202,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
24,1002,9,4,3,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,12100201,4,91000001,0,30101000,0,12100201,4,0,0,29,2450,0,0,99,546816,10,2260,0,0,99,546816,29,2450,0,0,99,546816,10,2260,0,0,99,546816,29,2450,0,0,99,546816,10,2260,0,0,99,546816,10,2260,0,0,99,546816,10,2260,0,0,99,546816,10,2260,0,0,99,546816,0,0,0,0,0,0,6,139960,30,5220,99,2187264,100200,100201,100202,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
25,1002,10,5,1,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,30101000,0,12100201,5,0,0,29,3530,0,0,99,786048,10,3250,0,0,99,786048,29,3530,0,0,99,786048,10,3250,0,0,99,786048,29,3530,0,0,99,786048,10,3250,0,0,99,786048,10,3250,0,0,99,786048,10,3250,0,0,99,786048,10,3250,0,0,99,786048,0,0,0,0,0,0,6,201190,30,7510,99,3144192,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
26,1002,11,5,2,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,30101000,0,12100201,5,0,0,29,4700,0,0,99,1048064,10,4330,0,0,99,1048064,29,4700,0,0,99,1048064,10,4330,0,0,99,1048064,29,4700,0,0,99,1048064,10,4330,0,0,99,1048064,10,4330,0,0,99,1048064,10,4330,0,0,99,1048064,10,4330,0,0,99,1048064,0,0,0,0,0,0,6,268260,30,10010,99,4192256,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
27,1002,12,5,3,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,12100201,5,91000001,0,30101000,0,12100201,5,0,0,29,5930,0,0,99,1321472,10,5460,0,0,99,1321472,29,5930,0,0,99,1321472,10,5460,0,0,99,1321472,29,5930,0,0,99,1321472,10,5460,0,0,99,1321472,10,5460,0,0,99,1321472,10,5460,0,0,99,1321472,10,5460,0,0,99,1321472,0,0,0,0,0,0,6,338240,30,12620,99,5285888,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
28,1002,13,6,1,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,30101000,0,12100201,6,0,0,29,7260,0,0,99,1617664,10,6690,0,0,99,1617664,29,7260,0,0,99,1617664,10,6690,0,0,99,1617664,29,7260,0,0,99,1617664,10,6690,0,0,99,1617664,10,6690,0,0,99,1617664,10,6690,0,0,99,1617664,10,6690,0,0,99,1617664,0,0,0,0,0,0,6,414050,30,15450,99,6470656,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
29,1002,14,6,2,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,30101000,0,12100201,6,0,0,29,8690,0,0,99,1936640,10,8010,0,0,99,1936640,29,8690,0,0,99,1936640,10,8010,0,0,99,1936640,29,8690,0,0,99,1936640,10,8010,0,0,99,1936640,10,8010,0,0,99,1936640,10,8010,0,0,99,1936640,10,8010,0,0,99,1936640,0,0,0,0,0,0,6,495700,30,18490,99,7746560,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
30,1002,15,6,3,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,12100201,6,91000001,0,30101000,0,12100201,6,0,0,29,10220,0,0,99,2278400,10,9420,0,0,99,2278400,29,10220,0,0,99,2278400,10,9420,0,0,99,2278400,29,10220,0,0,99,2278400,10,9420,0,0,99,2278400,10,9420,0,0,99,2278400,10,9420,0,0,99,2278400,10,9420,0,0,99,2278400,0,0,0,0,0,0,6,583170,30,21760,99,9113600,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
31,1003,1,2,1,91000001,0,12100301,0,91000001,0,12100301,0,91000001,0,12100301,0,91000001,0,12100301,0,91000001,0,12100301,0,91000001,0,12100301,0,91000001,0,12100301,0,91000001,0,12100301,0,91000001,0,12100301,0,91000001,0,12100301,0,91000001,0,30101000,0,12100301,0,0,0,29,0,0,0,99,0,10,0,0,0,99,0,29,0,0,0,99,0,10,0,0,0,99,0,29,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,0,0,0,0,0,0,6,0,30,0,99,0,100300,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,0,0,0,0,0,0,0,0,0,0,icon_hero_yxwd_zizhi_07
32,1003,2,2,2,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,30101000,0,12100301,1,0,0,29,90,0,0,99,20505,10,80,0,0,99,20505,29,90,0,0,99,20505,10,80,0,0,99,20505,29,90,0,0,99,20505,10,80,0,0,99,20505,10,80,0,0,99,20505,10,80,0,0,99,20505,10,80,0,0,99,20505,0,0,0,0,0,0,6,5440,30,230,99,82022,100300,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
33,1003,3,2,3,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,12100301,1,91000001,0,30101000,0,12100301,1,0,0,29,250,0,0,99,56390,10,210,0,0,99,56390,29,250,0,0,99,56390,10,210,0,0,99,56390,29,250,0,0,99,56390,10,210,0,0,99,56390,10,210,0,0,99,56390,10,210,0,0,99,56390,10,210,0,0,99,56390,0,0,0,0,0,0,6,14960,30,620,99,225561,100300,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
34,1003,4,3,1,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,30101000,0,12100301,2,0,0,29,520,0,0,99,115344,10,430,0,0,99,115344,29,520,0,0,99,115344,10,430,0,0,99,115344,29,520,0,0,99,115344,10,430,0,0,99,115344,10,430,0,0,99,115344,10,430,0,0,99,115344,10,430,0,0,99,115344,0,0,0,0,0,0,6,30600,30,1270,99,461376,100300,100301,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
35,1003,5,3,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,30101000,0,12100301,2,0,0,29,920,0,0,99,205056,10,760,0,0,99,205056,29,920,0,0,99,205056,10,760,0,0,99,205056,29,920,0,0,99,205056,10,760,0,0,99,205056,10,760,0,0,99,205056,10,760,0,0,99,205056,10,760,0,0,99,205056,0,0,0,0,0,0,6,54400,30,2260,99,820224,100300,100301,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
36,1003,6,3,3,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,12100301,2,91000001,0,30101000,0,12100301,2,0,0,29,1470,0,0,99,328089,10,1220,0,0,99,328089,29,1470,0,0,99,328089,10,1220,0,0,99,328089,29,1470,0,0,99,328089,10,1220,0,0,99,328089,10,1220,0,0,99,328089,10,1220,0,0,99,328089,10,1220,0,0,99,328089,0,0,0,0,0,0,6,87040,30,3610,99,1312358,100300,100301,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
37,1003,7,4,1,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,30101000,0,12100301,4,0,0,29,2290,0,0,99,512640,10,1900,0,0,99,512640,29,2290,0,0,99,512640,10,1900,0,0,99,512640,29,2290,0,0,99,512640,10,1900,0,0,99,512640,10,1900,0,0,99,512640,10,1900,0,0,99,512640,10,1900,0,0,99,512640,0,0,0,0,0,0,6,136000,30,5640,99,2050560,100300,100301,100302,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
38,1003,8,4,2,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,30101000,0,12100301,4,0,0,29,3660,0,0,99,820224,10,3040,0,0,99,820224,29,3660,0,0,99,820224,10,3040,0,0,99,820224,29,3660,0,0,99,820224,10,3040,0,0,99,820224,10,3040,0,0,99,820224,10,3040,0,0,99,820224,10,3040,0,0,99,820224,0,0,0,0,0,0,6,217600,30,9030,99,3280896,100300,100301,100302,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
39,1003,9,4,3,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,12100301,4,91000001,0,30101000,0,12100301,4,0,0,29,5490,0,0,99,1230336,10,4560,0,0,99,1230336,29,5490,0,0,99,1230336,10,4560,0,0,99,1230336,29,5490,0,0,99,1230336,10,4560,0,0,99,1230336,10,4560,0,0,99,1230336,10,4560,0,0,99,1230336,10,4560,0,0,99,1230336,0,0,0,0,0,0,6,326390,30,13550,99,4921344,100300,100301,100302,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
40,1003,10,5,1,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,30101000,0,12100301,5,0,0,29,7900,0,0,99,1768608,10,6560,0,0,99,1768608,29,7900,0,0,99,1768608,10,6560,0,0,99,1768608,29,7900,0,0,99,1768608,10,6560,0,0,99,1768608,10,6560,0,0,99,1768608,10,6560,0,0,99,1768608,10,6560,0,0,99,1768608,0,0,0,0,0,0,6,469190,30,19470,99,7074432,100300,100301,100302,100303,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
41,1003,11,5,2,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,30101000,0,12100301,5,0,0,29,10530,0,0,99,2358144,10,8750,0,0,99,2358144,29,10530,0,0,99,2358144,10,8750,0,0,99,2358144,29,10530,0,0,99,2358144,10,8750,0,0,99,2358144,10,8750,0,0,99,2358144,10,8750,0,0,99,2358144,10,8750,0,0,99,2358144,0,0,0,0,0,0,6,625590,30,25970,99,9432576,100300,100301,100302,100303,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
42,1003,12,5,3,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,12100301,5,91000001,0,30101000,0,12100301,5,0,0,29,13280,0,0,99,2973312,10,11030,0,0,99,2973312,29,13280,0,0,99,2973312,10,11030,0,0,99,2973312,29,13280,0,0,99,2973312,10,11030,0,0,99,2973312,10,11030,0,0,99,2973312,10,11030,0,0,99,2973312,10,11030,0,0,99,2973312,0,0,0,0,0,0,6,788790,30,32740,99,11893248,100300,100301,100302,100303,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
43,1003,13,6,1,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,30101000,0,12100301,6,0,0,29,16250,0,0,99,3639744,10,13500,0,0,99,3639744,29,16250,0,0,99,3639744,10,13500,0,0,99,3639744,29,16250,0,0,99,3639744,10,13500,0,0,99,3639744,10,13500,0,0,99,3639744,10,13500,0,0,99,3639744,10,13500,0,0,99,3639744,0,0,0,0,0,0,6,965580,30,40080,99,14558976,100300,100301,100302,100303,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
44,1003,14,6,2,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,30101000,0,12100301,6,0,0,29,19460,0,0,99,4357440,10,16170,0,0,99,4357440,29,19460,0,0,99,4357440,10,16170,0,0,99,4357440,29,19460,0,0,99,4357440,10,16170,0,0,99,4357440,10,16170,0,0,99,4357440,10,16170,0,0,99,4357440,10,16170,0,0,99,4357440,0,0,0,0,0,0,6,1155980,30,47980,99,17429760,100300,100301,100302,100303,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
45,1003,15,6,3,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,12100301,6,91000001,0,30101000,0,12100301,6,0,0,29,22890,0,0,99,5126400,10,19020,0,0,99,5126400,29,22890,0,0,99,5126400,10,19020,0,0,99,5126400,29,22890,0,0,99,5126400,10,19020,0,0,99,5126400,10,19020,0,0,99,5126400,10,19020,0,0,99,5126400,10,19020,0,0,99,5126400,0,0,0,0,0,0,6,1359980,30,56450,99,20505600,100300,100301,100302,100303,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
