lazyid,id,name,lv,needitem,neednum,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8
2006009,52010206,圣骑士,9,52010206,150,7,10200,9,20400,29,10200,6,99040,8,10000,10,19810,30,9700,99,8001300
2006010,52010206,圣骑士,10,52010206,180,7,13490,9,26980,29,13490,6,130910,8,13220,10,26180,30,12830,99,10579200
2006011,52010206,圣骑士,11,52010206,220,7,17370,9,34740,29,17370,6,168610,8,17030,10,33720,30,16520,99,13624200
2006012,52010206,圣骑士,12,52010206,260,7,21900,9,43800,29,21900,6,212530,8,21470,10,42510,30,20820,99,17175100
2006013,52010206,圣骑士,13,52010206,310,7,27100,9,54200,29,27100,6,263060,8,26570,10,52610,30,25770,99,21255700
2006014,52010206,圣骑士,14,52010206,350,7,33030,9,66060,29,33030,6,320560,8,32380,10,64110,30,31410,99,25904700
2006015,52010206,圣骑士,15,52010206,400,7,39710,9,79420,29,39710,6,385390,8,38930,10,77080,30,37760,99,31143800
2006016,52010206,圣骑士,16,52010206,460,7,47180,9,94360,29,47180,6,457900,8,46250,10,91580,30,44870,99,37003000
2006017,52010206,圣骑士,17,52010206,520,7,55480,9,110960,29,55480,6,538450,8,54390,10,107690,30,52760,99,43512500
2006018,52010206,圣骑士,18,52010206,580,7,64640,9,129280,29,64640,6,627360,8,63370,10,125470,30,61470,99,50696700
2006019,52010206,圣骑士,19,52010206,640,7,74690,9,149380,29,74690,6,724970,8,73230,10,144990,30,71030,99,58581900
2006020,52010206,圣骑士,20,0,0,7,85680,9,171360,29,85680,6,831600,8,84000,10,166320,30,81480,99,67200000
1007001,52010107,天使,1,52010107,3,7,90,9,180,29,90,6,790,8,80,10,170,30,80,99,67300
1007002,52010107,天使,2,52010107,6,7,160,9,320,29,160,6,1500,8,160,10,320,30,150,99,125000
1007003,52010107,天使,3,52010107,12,7,340,9,680,29,340,6,3150,8,340,10,680,30,320,99,265000
1007004,52010107,天使,4,52010107,24,7,650,9,1300,29,650,6,6050,8,650,10,1310,30,610,99,507500
1007005,52010107,天使,5,52010107,40,7,1130,9,2260,29,1130,6,10460,8,1120,10,2270,30,1060,99,879700
1007006,52010107,天使,6,52010107,64,7,1800,9,3600,29,1800,6,16630,8,1780,10,3600,30,1680,99,1398600
1007007,52010107,天使,7,52010107,90,7,2690,9,5380,29,2690,6,24810,8,2660,10,5370,30,2510,99,2088700
1007008,52010107,天使,8,52010107,120,7,3810,9,7620,29,3810,6,35200,8,3780,10,7630,30,3560,99,2962500
1007009,52010107,天使,9,52010107,150,7,5200,9,10400,29,5200,6,48020,8,5150,10,10400,30,4850,99,4040400
1007010,52010107,天使,10,52010107,180,7,6880,9,13760,29,6880,6,63470,8,6810,10,13750,30,6410,99,5342900
1007011,52010107,天使,11,52010107,220,7,8860,9,17720,29,8860,6,81750,8,8770,10,17710,30,8260,99,6881500
1007012,52010107,天使,12,52010107,260,7,11160,9,22320,29,11160,6,103050,8,11060,10,22330,30,10410,99,8672500
1007013,52010107,天使,13,52010107,310,7,13820,9,27640,29,13820,6,127540,8,13680,10,27630,30,12890,99,10735300
1007014,52010107,天使,14,52010107,350,7,16840,9,33680,29,16840,6,155420,8,16680,10,33670,30,15700,99,13081900
1007015,52010107,天使,15,52010107,400,7,20240,9,40480,29,20240,6,186860,8,20050,10,40490,30,18880,99,15726700
1007016,52010107,天使,16,52010107,460,7,24050,9,48100,29,24050,6,222010,8,23820,10,48100,30,22430,99,18685200
1007017,52010107,天使,17,52010107,520,7,28280,9,56560,29,28280,6,261070,8,28010,10,56560,30,26380,99,21972400
1007018,52010107,天使,18,52010107,580,7,32950,9,65900,29,32950,6,304170,8,32640,10,65900,30,30730,99,25600400
1007019,52010107,天使,19,52010107,640,7,38080,9,76160,29,38080,6,351500,8,37710,10,76160,30,35520,99,29585000
1007020,52010107,天使,20,0,0,7,43680,9,87360,29,43680,6,403200,8,43260,10,87360,30,40740,99,33936000
2007001,52010207,大天使,1,52010207,3,7,170,9,340,29,170,6,1670,8,170,10,330,30,170,99,134900
2007002,52010207,大天使,2,52010207,6,7,320,9,640,29,320,6,3180,8,320,10,620,30,320,99,254600
2007003,52010207,大天使,3,52010207,12,7,670,9,1340,29,670,6,6690,8,680,10,1310,30,670,99,535300
2007004,52010207,大天使,4,52010207,24,7,1280,9,2560,29,1280,6,12850,8,1310,10,2520,30,1280,99,1026000
2007005,52010207,大天使,5,52010207,40,7,2220,9,4440,29,2220,6,22220,8,2270,10,4360,30,2220,99,1777400
2007006,52010207,大天使,6,52010207,64,7,3530,9,7060,29,3530,6,35350,8,3600,10,6930,30,3530,99,2825500
2007007,52010207,大天使,7,52010207,90,7,5270,9,10540,29,5270,6,52710,8,5370,10,10340,30,5270,99,4216200
2007008,52010207,大天使,8,52010207,120,7,7480,9,14960,29,7480,6,74790,8,7630,10,14670,30,7480,99,5984300
2007009,52010207,大天使,9,52010207,150,7,10200,9,20400,29,10200,6,102040,8,10400,10,20010,30,10200,99,8161300
2007010,52010207,大天使,10,52010207,180,7,13490,9,26980,29,13490,6,134870,8,13750,10,26450,30,13490,99,10790900
2007011,52010207,大天使,11,52010207,220,7,17370,9,34740,29,17370,6,173720,8,17710,10,34060,30,17370,99,13896400
2007012,52010207,大天使,12,52010207,260,7,21900,9,43800,29,21900,6,218970,8,22330,10,42940,30,21900,99,17519400
2007013,52010207,大天使,13,52010207,310,7,27100,9,54200,29,27100,6,271030,8,27630,10,53140,30,27100,99,21680600
2007014,52010207,大天使,14,52010207,350,7,33030,9,66060,29,33030,6,330270,8,33670,10,64760,30,33030,99,26422400
2007015,52010207,大天使,15,52010207,400,7,39710,9,79420,29,39710,6,397070,8,40490,10,77860,30,39710,99,31767400
2007016,52010207,大天使,16,52010207,460,7,47180,9,94360,29,47180,6,471780,8,48100,10,92510,30,47180,99,37743100
2007017,52010207,大天使,17,52010207,520,7,55480,9,110960,29,55480,6,554760,8,56560,10,108780,30,55480,99,44382200
2007018,52010207,大天使,18,52010207,580,7,64640,9,129280,29,64640,6,646370,8,65900,10,126740,30,64640,99,51710400
2007019,52010207,大天使,19,52010207,640,7,74690,9,149380,29,74690,6,746940,8,76160,10,146460,30,74690,99,59753800
2007020,52010207,大天使,20,0,0,7,85680,9,171360,29,85680,6,856800,8,87360,10,168000,30,85680,99,68544000
1008001,52020101,亡者战士,1,52020101,3,7,80,9,160,29,80,6,820,8,80,10,160,30,80,99,64400
1008002,52020101,亡者战士,2,52020101,6,7,160,9,320,29,160,6,1560,8,150,10,310,30,160,99,125700
1008003,52020101,亡者战士,3,52020101,12,7,330,9,660,29,330,6,3280,8,320,10,640,30,330,99,261600
1008004,52020101,亡者战士,4,52020101,24,7,640,9,1280,29,640,6,6300,8,610,10,1230,30,640,99,504500
1008005,52020101,亡者战士,5,52020101,40,7,1100,9,2200,29,1100,6,10890,8,1060,10,2140,30,1110,99,871800
1008006,52020101,亡者战士,6,52020101,64,7,1750,9,3500,29,1750,6,17330,8,1680,10,3400,30,1770,99,1386600
1008007,52020101,亡者战士,7,52020101,90,7,2610,9,5220,29,2610,6,25840,8,2510,10,5060,30,2640,99,2067800
1008008,52020101,亡者战士,8,52020101,120,7,3700,9,7400,29,3700,6,36660,8,3560,10,7190,30,3740,99,2932700
1008009,52020101,亡者战士,9,52020101,150,7,5050,9,10100,29,5050,6,50020,8,4850,10,9800,30,5100,99,4000400
1008010,52020101,亡者战士,10,52020101,180,7,6680,9,13360,29,6680,6,66110,8,6410,10,12960,30,6740,99,5289200
1008011,52020101,亡者战士,11,52020101,220,7,8600,9,17200,29,8600,6,85160,8,8260,10,16690,30,8690,99,6812700
1008012,52020101,亡者战士,12,52020101,260,7,10840,9,21680,29,10840,6,107340,8,10410,10,21040,30,10950,99,8586800
1008013,52020101,亡者战士,13,52020101,310,7,13420,9,26840,29,13420,6,132860,8,12890,10,26040,30,13550,99,10629200
1008014,52020101,亡者战士,14,52020101,350,7,16350,9,32700,29,16350,6,161900,8,15700,10,31730,30,16510,99,12950500
1008015,52020101,亡者战士,15,52020101,400,7,19660,9,39320,29,19660,6,194640,8,18880,10,38150,30,19850,99,15571300
1008016,52020101,亡者战士,16,52020101,460,7,23360,9,46720,29,23360,6,231260,8,22430,10,45330,30,23590,99,18501700
1008017,52020101,亡者战士,17,52020101,520,7,27470,9,54940,29,27470,6,271940,8,26380,10,53300,30,27740,99,21756800
1008018,52020101,亡者战士,18,52020101,580,7,32000,9,64000,29,32000,6,316850,8,30730,10,62100,30,32320,99,25347000
1008019,52020101,亡者战士,19,52020101,640,7,36980,9,73960,29,36980,6,366140,8,35520,10,71760,30,37350,99,29291800
1008020,52020101,亡者战士,20,0,0,7,42420,9,84840,29,42420,6,420000,8,40740,10,82320,30,42840,99,33600000
2008001,52020201,亡者勇士,1,52020201,3,7,170,9,340,29,170,6,1610,8,170,10,340,30,170,99,134200
2008002,52020201,亡者勇士,2,52020201,6,7,320,9,640,29,320,6,3060,8,330,10,650,30,320,99,254700
2008003,52020201,亡者勇士,3,52020201,12,7,670,9,1340,29,670,6,6430,8,690,10,1360,30,660,99,532600
2008004,52020201,亡者勇士,4,52020201,24,7,1280,9,2560,29,1280,6,12340,8,1320,10,2620,30,1270,99,1020800
2008005,52020201,亡者勇士,5,52020201,40,7,2220,9,4440,29,2220,6,21350,8,2290,10,4530,30,2200,99,1768500
2008006,52020201,亡者勇士,6,52020201,64,7,3530,9,7060,29,3530,6,33960,8,3640,10,7210,30,3500,99,2812700
2008007,52020201,亡者勇士,7,52020201,90,7,5270,9,10540,29,5270,6,50650,8,5430,10,10750,30,5220,99,4196500
2008008,52020201,亡者勇士,8,52020201,120,7,7480,9,14960,29,7480,6,71860,8,7700,10,15250,30,7410,99,5954700
2008009,52020201,亡者勇士,9,52020201,150,7,10200,9,20400,29,10200,6,98040,8,10500,10,20810,30,10100,99,8121300
2008010,52020201,亡者勇士,10,52020201,180,7,13490,9,26980,29,13490,6,129580,8,13880,10,27500,30,13360,99,10737600
2008011,52020201,亡者勇士,11,52020201,220,7,17370,9,34740,29,17370,6,166910,8,17880,10,35420,30,17200,99,13828200
2008012,52020201,亡者勇士,12,52020201,260,7,21900,9,43800,29,21900,6,210390,8,22540,10,44650,30,21680,99,17432300
2008013,52020201,亡者勇士,13,52020201,310,7,27100,9,54200,29,27100,6,260400,8,27900,10,55270,30,26840,99,21575500
2008014,52020201,亡者勇士,14,52020201,350,7,33030,9,66060,29,33030,6,317320,8,34000,10,67350,30,32700,99,26292900
2008015,52020201,亡者勇士,15,52020201,400,7,39710,9,79420,29,39710,6,381500,8,40870,10,80970,30,39320,99,31610500
2008016,52020201,亡者勇士,16,52020201,460,7,47180,9,94360,29,47180,6,453280,8,48570,10,96210,30,46720,99,37559100
2008017,52020201,亡者勇士,17,52020201,520,7,55480,9,110960,29,55480,6,533010,8,57110,10,113130,30,54930,99,44164700
2008018,52020201,亡者勇士,18,52020201,580,7,64640,9,129280,29,64640,6,621020,8,66540,10,131810,30,64000,99,51456900
2008019,52020201,亡者勇士,19,52020201,640,7,74690,9,149380,29,74690,6,717640,8,76890,10,152320,30,73960,99,59460800
2008020,52020201,亡者勇士,20,0,0,7,85680,9,171360,29,85680,6,823200,8,88200,10,174720,30,84840,99,68208000
1009001,52020102,刺骨弓手,1,52020102,3,7,80,9,160,29,80,6,810,8,80,10,170,30,80,99,64700
1009002,52020102,刺骨弓手,2,52020102,6,7,160,9,320,29,160,6,1540,8,150,10,320,30,160,99,125800
1009003,52020102,刺骨弓手,3,52020102,12,7,330,9,660,29,330,6,3250,8,310,10,680,30,330,99,262000
1009004,52020102,刺骨弓手,4,52020102,24,7,640,9,1280,29,640,6,6230,8,600,10,1300,30,640,99,505600
1009005,52020102,刺骨弓手,5,52020102,40,7,1100,9,2200,29,1100,6,10780,8,1030,10,2240,30,1110,99,871600
1009006,52020102,刺骨弓手,6,52020102,64,7,1750,9,3500,29,1750,6,17150,8,1650,10,3570,30,1770,99,1388500
1009007,52020102,刺骨弓手,7,52020102,90,7,2610,9,5220,29,2610,6,25580,8,2450,10,5320,30,2640,99,2069600
1009008,52020102,刺骨弓手,8,52020102,120,7,3700,9,7400,29,3700,6,36300,8,3480,10,7550,30,3740,99,2935500
1009009,52020102,刺骨弓手,9,52020102,150,7,5050,9,10100,29,5050,6,49520,8,4750,10,10300,30,5100,99,4005400
1009010,52020102,刺骨弓手,10,52020102,180,7,6680,9,13360,29,6680,6,65450,8,6280,10,13620,30,6740,99,5296000
1009011,52020102,刺骨弓手,11,52020102,220,7,8600,9,17200,29,8600,6,84300,8,8090,10,17540,30,8690,99,6821000
1009012,52020102,刺骨弓手,12,52020102,260,7,10840,9,21680,29,10840,6,106270,8,10200,10,22110,30,10950,99,8597900
1009013,52020102,刺骨弓手,13,52020102,310,7,13420,9,26840,29,13420,6,131530,8,12620,10,27370,30,13550,99,10642100
1009014,52020102,刺骨弓手,14,52020102,350,7,16350,9,32700,29,16350,6,160280,8,15380,10,33350,30,16510,99,12967100
1009015,52020102,刺骨弓手,15,52020102,400,7,19660,9,39320,29,19660,6,192690,8,18490,10,40100,30,19850,99,15590800
1009016,52020102,刺骨弓手,16,52020102,460,7,23360,9,46720,29,23360,6,228950,8,21970,10,47640,30,23590,99,18525000
1009017,52020102,刺骨弓手,17,52020102,520,7,27470,9,54940,29,27470,6,269220,8,25830,10,56020,30,27740,99,21783400
1009018,52020102,刺骨弓手,18,52020102,580,7,32000,9,64000,29,32000,6,313680,8,30100,10,65270,30,32320,99,25379100
1009019,52020102,刺骨弓手,19,52020102,640,7,36980,9,73960,29,36980,6,362480,8,34780,10,75430,30,37350,99,29328100
1009020,52020102,刺骨弓手,20,0,0,7,42420,9,84840,29,42420,6,415800,8,39900,10,86520,30,42840,99,33642000
2009001,52020202,刺骨猎手,1,52020202,3,7,160,9,320,29,160,6,1620,8,160,10,330,30,170,99,129900
2009002,52020202,刺骨猎手,2,52020202,6,7,300,9,600,29,300,6,3090,8,300,10,630,30,320,99,245300
2009003,52020202,刺骨猎手,3,52020202,12,7,620,9,1240,29,620,6,6500,8,640,10,1330,30,670,99,513500
2009004,52020202,刺骨猎手,4,52020202,24,7,1200,9,2400,29,1200,6,12470,8,1220,10,2540,30,1280,99,986400
2009005,52020202,刺骨猎手,5,52020202,40,7,2070,9,4140,29,2070,6,21570,8,2110,10,4400,30,2220,99,1705400
2009006,52020202,刺骨猎手,6,52020202,64,7,3290,9,6580,29,3290,6,34310,8,3360,10,7000,30,3530,99,2712200
2009007,52020202,刺骨猎手,7,52020202,90,7,4910,9,9820,29,4910,6,51160,8,5010,10,10440,30,5270,99,4046200
2009008,52020202,刺骨猎手,8,52020202,120,7,6970,9,13940,29,6970,6,72590,8,7110,10,14810,30,7480,99,5742300
2009009,52020202,刺骨猎手,9,52020202,150,7,9500,9,19000,29,9500,6,99040,8,9700,10,20210,30,10200,99,7831300
2009010,52020202,刺骨猎手,10,52020202,180,7,12560,9,25120,29,12560,6,130910,8,12830,10,26710,30,13490,99,10353700
2009011,52020202,刺骨猎手,11,52020202,220,7,16180,9,32360,29,16180,6,168610,8,16520,10,34400,30,17370,99,13335200
2009012,52020202,刺骨猎手,12,52020202,260,7,20390,9,40780,29,20390,6,212530,8,20820,10,43370,30,21900,99,16808100
2009013,52020202,刺骨猎手,13,52020202,310,7,25240,9,50480,29,25240,6,263060,8,25770,10,53670,30,27100,99,20803700
2009014,52020202,刺骨猎手,14,52020202,350,7,30760,9,61520,29,30760,6,320560,8,31410,10,65410,30,33030,99,25353700
2009015,52020202,刺骨猎手,15,52020202,400,7,36980,9,73960,29,36980,6,385390,8,37760,10,78630,30,39710,99,30480300
2009016,52020202,刺骨猎手,16,52020202,460,7,43940,9,87880,29,43940,6,457900,8,44870,10,93430,30,47180,99,36216500
2009017,52020202,刺骨猎手,17,52020202,520,7,51670,9,103340,29,51670,6,538450,8,52760,10,109860,30,55480,99,42587000
2009018,52020202,刺骨猎手,18,52020202,580,7,60200,9,120400,29,60200,6,627360,8,61470,10,128010,30,64640,99,49618700
2009019,52020202,刺骨猎手,19,52020202,640,7,69570,9,139140,29,69570,6,724970,8,71030,10,147920,30,74690,99,57338400
2009020,52020202,刺骨猎手,20,0,0,7,79800,9,159600,29,79800,6,831600,8,81480,10,169680,30,85680,99,65772000
1010001,52020103,暗灵,1,52020103,3,7,80,9,160,29,80,6,830,8,80,10,160,30,80,99,64600
1010002,52020103,暗灵,2,52020103,6,7,150,9,300,29,150,6,1580,8,160,10,310,30,150,99,123100
1010003,52020103,暗灵,3,52020103,12,7,320,9,640,29,320,6,3310,8,330,10,660,30,320,99,260200
1010004,52020103,暗灵,4,52020103,24,7,620,9,1240,29,620,6,6360,8,640,10,1260,30,620,99,502200
1010005,52020103,暗灵,5,52020103,40,7,1080,9,2160,29,1080,6,11000,8,1100,10,2180,30,1070,99,870000
1010006,52020103,暗灵,6,52020103,64,7,1720,9,3440,29,1720,6,17500,8,1750,10,3470,30,1700,99,1384500
1010007,52020103,暗灵,7,52020103,90,7,2560,9,5120,29,2560,6,26100,8,2610,10,5170,30,2530,99,2062500
1010008,52020103,暗灵,8,52020103,120,7,3630,9,7260,29,3630,6,37030,8,3700,10,7330,30,3590,99,2925100
1010009,52020103,暗灵,9,52020103,150,7,4950,9,9900,29,4950,6,50520,8,5050,10,10000,30,4900,99,3990400
1010010,52020103,暗灵,10,52020103,180,7,6550,9,13100,29,6550,6,66780,8,6680,10,13220,30,6480,99,5277600
1010011,52020103,暗灵,11,52020103,220,7,8430,9,16860,29,8430,6,86010,8,8600,10,17030,30,8350,99,6795700
1010012,52020103,暗灵,12,52020103,260,7,10630,9,21260,29,10630,6,108410,8,10840,10,21470,30,10520,99,8566700
1010013,52020103,暗灵,13,52020103,310,7,13150,9,26300,29,13150,6,134190,8,13420,10,26570,30,13020,99,10601300
1010014,52020103,暗灵,14,52020103,350,7,16030,9,32060,29,16030,6,163520,8,16350,10,32380,30,15870,99,12920400
1010015,52020103,暗灵,15,52020103,400,7,19270,9,38540,29,19270,6,196590,8,19660,10,38930,30,19070,99,15532300
1010016,52020103,暗灵,16,52020103,460,7,22900,9,45800,29,22900,6,233580,8,23360,10,46250,30,22660,99,18456100
1010017,52020103,暗灵,17,52020103,520,7,26920,9,53840,29,26920,6,274660,8,27470,10,54390,30,26650,99,21700700
1010018,52020103,暗灵,18,52020103,580,7,31370,9,62740,29,31370,6,320020,8,32000,10,63370,30,31050,99,25284900
1010019,52020103,暗灵,19,52020103,640,7,36250,9,72500,29,36250,6,369810,8,36980,10,73230,30,35880,99,29218700
1010020,52020103,暗灵,20,0,0,7,41580,9,83160,29,41580,6,424200,8,42420,10,84000,30,41160,99,33516000
2010001,52020203,魔灵,1,52020203,3,7,170,9,340,29,170,6,1670,8,160,10,320,30,160,99,132400
2010002,52020203,魔灵,2,52020203,6,7,320,9,640,29,320,6,3180,8,310,10,610,30,300,99,251100
2010003,52020203,魔灵,3,52020203,12,7,680,9,1360,29,680,6,6690,8,640,10,1290,30,640,99,530300
2010004,52020203,魔灵,4,52020203,24,7,1300,9,2600,29,1300,6,12850,8,1230,10,2470,30,1220,99,1015500
2010005,52020203,魔灵,5,52020203,40,7,2240,9,4480,29,2240,6,22220,8,2140,10,4270,30,2110,99,1754900
2010006,52020203,魔灵,6,52020203,64,7,3570,9,7140,29,3570,6,35350,8,3400,10,6790,30,3360,99,2793500
2010007,52020203,魔灵,7,52020203,90,7,5320,9,10640,29,5320,6,52710,8,5060,10,10130,30,5010,99,4163700
2010008,52020203,魔灵,8,52020203,120,7,7550,9,15100,29,7550,6,74790,8,7190,10,14370,30,7110,99,5909300
2010009,52020203,魔灵,9,52020203,150,7,10300,9,20600,29,10300,6,102040,8,9800,10,19610,30,9700,99,8061300
2010010,52020203,魔灵,10,52020203,180,7,13620,9,27240,29,13620,6,134870,8,12960,10,25920,30,12830,99,10658400
2010011,52020203,魔灵,11,52020203,220,7,17540,9,35080,29,17540,6,173720,8,16690,10,33380,30,16520,99,13726400
2010012,52020203,魔灵,12,52020203,260,7,22110,9,44220,29,22110,6,218970,8,21040,10,42080,30,20820,99,17302400
2010013,52020203,魔灵,13,52020203,310,7,27370,9,54740,29,27370,6,271030,8,26040,10,52080,30,25770,99,21416600
2010014,52020203,魔灵,14,52020203,350,7,33350,9,66700,29,33350,6,330270,8,31730,10,63460,30,31410,99,26097400
2010015,52020203,魔灵,15,52020203,400,7,40100,9,80200,29,40100,6,397070,8,38150,10,76300,30,37760,99,31377400
2010016,52020203,魔灵,16,52020203,460,7,47640,9,95280,29,47640,6,471780,8,45330,10,90660,30,44870,99,37280600
2010017,52020203,魔灵,17,52020203,520,7,56020,9,112040,29,56020,6,554760,8,53300,10,106600,30,52760,99,43837200
2010018,52020203,魔灵,18,52020203,580,7,65270,9,130540,29,65270,6,646370,8,62100,10,124200,30,61470,99,51075400
2010019,52020203,魔灵,19,52020203,640,7,75430,9,150860,29,75430,6,746940,8,71760,10,143530,30,71030,99,59023300
2010020,52020203,魔灵,20,0,0,7,86520,9,173040,29,86520,6,856800,8,82320,10,164640,30,81480,99,67704000
1011001,52020104,血族,1,52020104,3,7,80,9,160,29,80,6,780,8,80,10,170,30,80,99,64100
1011002,52020104,血族,2,52020104,6,7,150,9,300,29,150,6,1480,8,150,10,320,30,150,99,120600
1011003,52020104,血族,3,52020104,12,7,320,9,640,29,320,6,3120,8,320,10,680,30,320,99,256400
1011004,52020104,血族,4,52020104,24,7,620,9,1240,29,620,6,5980,8,620,10,1300,30,610,99,493600
1011005,52020104,血族,5,52020104,40,7,1070,9,2140,29,1070,6,10350,8,1080,10,2240,30,1060,99,854000
1011006,52020104,血族,6,52020104,64,7,1700,9,3400,29,1700,6,16460,8,1720,10,3570,30,1680,99,1357700
1011007,52020104,血族,7,52020104,90,7,2530,9,5060,29,2530,6,24550,8,2560,10,5320,30,2510,99,2023000
1011008,52020104,血族,8,52020104,120,7,3590,9,7180,29,3590,6,34830,8,3630,10,7550,30,3560,99,2870100
1011009,52020104,血族,9,52020104,150,7,4900,9,9800,29,4900,6,47520,8,4950,10,10300,30,4850,99,3915400
1011010,52020104,血族,10,52020104,180,7,6480,9,12960,29,6480,6,62810,8,6550,10,13620,30,6410,99,5177200
1011011,52020104,血族,11,52020104,220,7,8350,9,16700,29,8350,6,80900,8,8430,10,17540,30,8260,99,6669000
1011012,52020104,血族,12,52020104,260,7,10520,9,21040,29,10520,6,101970,8,10630,10,22110,30,10410,99,8404900
1011013,52020104,血族,13,52020104,310,7,13020,9,26040,29,13020,6,126220,8,13150,10,27370,30,12890,99,10402900
1011014,52020104,血族,14,52020104,350,7,15870,9,31740,29,15870,6,153800,8,16030,10,33350,30,15700,99,12677500
1011015,52020104,血族,15,52020104,400,7,19070,9,38140,29,19070,6,184910,8,19270,10,40100,30,18880,99,15239200
