lazyid,id,name,lv,needitem,neednum,needlv,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3
6007069,53200007,猛犸战旗,69,53200007,69,60,6,816100,106,800,99,16322000
6007070,53200007,猛犸战旗,70,53200007,70,70,6,836800,106,1000,99,16736000
6007071,53200007,猛犸战旗,71,53200007,71,70,6,857800,106,1000,99,17156000
6007072,53200007,猛犸战旗,72,53200007,72,70,6,879000,106,1000,99,17580000
6007073,53200007,猛犸战旗,73,53200007,73,70,6,900400,106,1000,99,18008000
6007074,53200007,猛犸战旗,74,53200007,74,70,6,922100,106,1000,99,18442000
6007075,53200007,猛犸战旗,75,53200007,75,70,6,943900,106,1000,99,18878000
6007076,53200007,猛犸战旗,76,53200007,76,70,6,966000,106,1000,99,19320000
6007077,53200007,猛犸战旗,77,53200007,77,70,6,988300,106,1000,99,19766000
6007078,53200007,猛犸战旗,78,53200007,78,70,6,1010800,106,1000,99,20216000
6007079,53200007,猛犸战旗,79,53200007,79,70,6,1033500,106,1000,99,20670000
6007080,53200007,猛犸战旗,80,53200007,80,80,6,1056500,106,1200,99,21130000
6007081,53200007,猛犸战旗,81,53200007,81,80,6,1079600,106,1200,99,21592000
6007082,53200007,猛犸战旗,82,53200007,82,80,6,1103000,106,1200,99,22060000
6007083,53200007,猛犸战旗,83,53200007,83,80,6,1126600,106,1200,99,22532000
6007084,53200007,猛犸战旗,84,53200007,84,80,6,1150400,106,1200,99,23008000
6007085,53200007,猛犸战旗,85,53200007,85,80,6,1174400,106,1200,99,23488000
6007086,53200007,猛犸战旗,86,53200007,86,80,6,1198700,106,1200,99,23974000
6007087,53200007,猛犸战旗,87,53200007,87,80,6,1223100,106,1200,99,24462000
6007088,53200007,猛犸战旗,88,53200007,88,80,6,1247800,106,1200,99,24956000
6007089,53200007,猛犸战旗,89,53200007,89,80,6,1272700,106,1200,99,25454000
6007090,53200007,猛犸战旗,90,53200007,90,90,6,1297700,106,1500,99,25954000
6007091,53200007,猛犸战旗,91,53200007,91,90,6,1323000,106,1500,99,26460000
6007092,53200007,猛犸战旗,92,53200007,92,90,6,1348500,106,1500,99,26970000
6007093,53200007,猛犸战旗,93,53200007,93,90,6,1374200,106,1500,99,27484000
6007094,53200007,猛犸战旗,94,53200007,94,90,6,1400200,106,1500,99,28004000
6007095,53200007,猛犸战旗,95,53200007,95,90,6,1426300,106,1500,99,28526000
6007096,53200007,猛犸战旗,96,53200007,96,90,6,1452600,106,1500,99,29052000
6007097,53200007,猛犸战旗,97,53200007,97,90,6,1479200,106,1500,99,29584000
6007098,53200007,猛犸战旗,98,53200007,98,90,6,1505900,106,1500,99,30118000
6007099,53200007,猛犸战旗,99,53200007,99,90,6,1532800,106,1500,99,30656000
6007100,53200007,猛犸战旗,100,53200007,100,90,6,1560000,106,2000,99,31200000
5008001,53100008,暂无,1,53100008,1,1,7,150,56,0,99,15000
5008002,53100008,暂无,2,53100008,2,1,7,205,56,0,99,20500
5008003,53100008,暂无,3,53100008,3,1,7,290,56,0,99,29000
5008004,53100008,暂无,4,53100008,4,1,7,400,56,0,99,40000
5008005,53100008,暂无,5,53100008,5,1,7,535,56,0,99,53500
5008006,53100008,暂无,6,53100008,6,1,7,690,56,0,99,69000
5008007,53100008,暂无,7,53100008,7,1,7,865,56,0,99,86500
5008008,53100008,暂无,8,53100008,8,1,7,1060,56,0,99,106000
5008009,53100008,暂无,9,53100008,9,1,7,1275,56,0,99,127500
5008010,53100008,暂无,10,53100008,10,10,7,1510,56,0,99,151000
5008011,53100008,暂无,11,53100008,11,10,7,1760,56,0,99,176000
5008012,53100008,暂无,12,53100008,12,10,7,2030,56,0,99,203000
5008013,53100008,暂无,13,53100008,13,10,7,2315,56,0,99,231500
5008014,53100008,暂无,14,53100008,14,10,7,2620,56,0,99,262000
5008015,53100008,暂无,15,53100008,15,10,7,2940,56,0,99,294000
5008016,53100008,暂无,16,53100008,16,10,7,3275,56,0,99,327500
5008017,53100008,暂无,17,53100008,17,10,7,3630,56,0,99,363000
5008018,53100008,暂无,18,53100008,18,10,7,3995,56,0,99,399500
5008019,53100008,暂无,19,53100008,19,10,7,4380,56,0,99,438000
5008020,53100008,暂无,20,53100008,20,20,7,4780,56,0,99,478000
5008021,53100008,暂无,21,53100008,21,20,7,5195,56,0,99,519500
5008022,53100008,暂无,22,53100008,22,20,7,5625,56,0,99,562500
5008023,53100008,暂无,23,53100008,23,20,7,6070,56,0,99,607000
5008024,53100008,暂无,24,53100008,24,20,7,6530,56,0,99,653000
5008025,53100008,暂无,25,53100008,25,20,7,7005,56,0,99,700500
5008026,53100008,暂无,26,53100008,26,20,7,7495,56,0,99,749500
5008027,53100008,暂无,27,53100008,27,20,7,8000,56,0,99,800000
5008028,53100008,暂无,28,53100008,28,20,7,8515,56,0,99,851500
5008029,53100008,暂无,29,53100008,29,20,7,9050,56,0,99,905000
5008030,53100008,暂无,30,53100008,30,30,7,9595,56,0,99,959500
5008031,53100008,暂无,31,53100008,31,30,7,10155,56,0,99,1015500
5008032,53100008,暂无,32,53100008,32,30,7,10725,56,0,99,1072500
5008033,53100008,暂无,33,53100008,33,30,7,11315,56,0,99,1131500
5008034,53100008,暂无,34,53100008,34,30,7,11915,56,0,99,1191500
5008035,53100008,暂无,35,53100008,35,30,7,12525,56,0,99,1252500
5008036,53100008,暂无,36,53100008,36,30,7,13155,56,0,99,1315500
5008037,53100008,暂无,37,53100008,37,30,7,13795,56,0,99,1379500
5008038,53100008,暂无,38,53100008,38,30,7,14445,56,0,99,1444500
5008039,53100008,暂无,39,53100008,39,30,7,15110,56,0,99,1511000
5008040,53100008,暂无,40,53100008,40,40,7,15790,56,0,99,1579000
5008041,53100008,暂无,41,53100008,41,40,7,16485,56,0,99,1648500
5008042,53100008,暂无,42,53100008,42,40,7,17190,56,0,99,1719000
5008043,53100008,暂无,43,53100008,43,40,7,17905,56,0,99,1790500
5008044,53100008,暂无,44,53100008,44,40,7,18635,56,0,99,1863500
5008045,53100008,暂无,45,53100008,45,40,7,19380,56,0,99,1938000
5008046,53100008,暂无,46,53100008,46,40,7,20135,56,0,99,2013500
5008047,53100008,暂无,47,53100008,47,40,7,20900,56,0,99,2090000
5008048,53100008,暂无,48,53100008,48,40,7,21680,56,0,99,2168000
5008049,53100008,暂无,49,53100008,49,40,7,22470,56,0,99,2247000
5008050,53100008,暂无,50,53100008,50,50,7,23275,56,0,99,2327500
5008051,53100008,暂无,51,53100008,51,50,7,24090,56,0,99,2409000
5008052,53100008,暂无,52,53100008,52,50,7,24920,56,0,99,2492000
5008053,53100008,暂无,53,53100008,53,50,7,25760,56,0,99,2576000
5008054,53100008,暂无,54,53100008,54,50,7,26615,56,0,99,2661500
5008055,53100008,暂无,55,53100008,55,50,7,27480,56,0,99,2748000
5008056,53100008,暂无,56,53100008,56,50,7,28355,56,0,99,2835500
5008057,53100008,暂无,57,53100008,57,50,7,29245,56,0,99,2924500
5008058,53100008,暂无,58,53100008,58,50,7,30145,56,0,99,3014500
5008059,53100008,暂无,59,53100008,59,50,7,31055,56,0,99,3105500
5008060,53100008,暂无,60,53100008,60,60,7,31980,56,0,99,3198000
5008061,53100008,暂无,61,53100008,61,60,7,32915,56,0,99,3291500
5008062,53100008,暂无,62,53100008,62,60,7,33860,56,0,99,3386000
5008063,53100008,暂无,63,53100008,63,60,7,34815,56,0,99,3481500
5008064,53100008,暂无,64,53100008,64,60,7,35785,56,0,99,3578500
5008065,53100008,暂无,65,53100008,65,60,7,36765,56,0,99,3676500
5008066,53100008,暂无,66,53100008,66,60,7,37760,56,0,99,3776000
5008067,53100008,暂无,67,53100008,67,60,7,38765,56,0,99,3876500
5008068,53100008,暂无,68,53100008,68,60,7,39780,56,0,99,3978000
5008069,53100008,暂无,69,53100008,69,60,7,40805,56,0,99,4080500
5008070,53100008,暂无,70,53100008,70,70,7,41840,56,0,99,4184000
5008071,53100008,暂无,71,53100008,71,70,7,42890,56,0,99,4289000
5008072,53100008,暂无,72,53100008,72,70,7,43950,56,0,99,4395000
5008073,53100008,暂无,73,53100008,73,70,7,45020,56,0,99,4502000
5008074,53100008,暂无,74,53100008,74,70,7,46105,56,0,99,4610500
5008075,53100008,暂无,75,53100008,75,70,7,47195,56,0,99,4719500
5008076,53100008,暂无,76,53100008,76,70,7,48300,56,0,99,4830000
5008077,53100008,暂无,77,53100008,77,70,7,49415,56,0,99,4941500
5008078,53100008,暂无,78,53100008,78,70,7,50540,56,0,99,5054000
5008079,53100008,暂无,79,53100008,79,70,7,51675,56,0,99,5167500
5008080,53100008,暂无,80,53100008,80,80,7,52825,56,0,99,5282500
5008081,53100008,暂无,81,53100008,81,80,7,53980,56,0,99,5398000
5008082,53100008,暂无,82,53100008,82,80,7,55150,56,0,99,5515000
5008083,53100008,暂无,83,53100008,83,80,7,56330,56,0,99,5633000
5008084,53100008,暂无,84,53100008,84,80,7,57520,56,0,99,5752000
5008085,53100008,暂无,85,53100008,85,80,7,58720,56,0,99,5872000
5008086,53100008,暂无,86,53100008,86,80,7,59935,56,0,99,5993500
5008087,53100008,暂无,87,53100008,87,80,7,61155,56,0,99,6115500
5008088,53100008,暂无,88,53100008,88,80,7,62390,56,0,99,6239000
5008089,53100008,暂无,89,53100008,89,80,7,63635,56,0,99,6363500
5008090,53100008,暂无,90,53100008,90,90,7,64885,56,0,99,6488500
5008091,53100008,暂无,91,53100008,91,90,7,66150,56,0,99,6615000
5008092,53100008,暂无,92,53100008,92,90,7,67425,56,0,99,6742500
5008093,53100008,暂无,93,53100008,93,90,7,68710,56,0,99,6871000
5008094,53100008,暂无,94,53100008,94,90,7,70010,56,0,99,7001000
5008095,53100008,暂无,95,53100008,95,90,7,71315,56,0,99,7131500
5008096,53100008,暂无,96,53100008,96,90,7,72630,56,0,99,7263000
5008097,53100008,暂无,97,53100008,97,90,7,73960,56,0,99,7396000
5008098,53100008,暂无,98,53100008,98,90,7,75295,56,0,99,7529500
5008099,53100008,暂无,99,53100008,99,90,7,76640,56,0,99,7664000
5008100,53100008,暂无,100,53100008,100,90,7,78000,56,0,99,7800000
6008001,53200008,暂无,1,53200008,1,1,7,300,56,0,99,30000
6008002,53200008,暂无,2,53200008,2,1,7,410,56,0,99,41000
6008003,53200008,暂无,3,53200008,3,1,7,580,56,0,99,58000
6008004,53200008,暂无,4,53200008,4,1,7,800,56,0,99,80000
6008005,53200008,暂无,5,53200008,5,1,7,1070,56,0,99,107000
6008006,53200008,暂无,6,53200008,6,1,7,1380,56,0,99,138000
6008007,53200008,暂无,7,53200008,7,1,7,1730,56,0,99,173000
6008008,53200008,暂无,8,53200008,8,1,7,2120,56,0,99,212000
6008009,53200008,暂无,9,53200008,9,1,7,2550,56,0,99,255000
6008010,53200008,暂无,10,53200008,10,10,7,3020,56,300,99,302000
6008011,53200008,暂无,11,53200008,11,10,7,3520,56,300,99,352000
6008012,53200008,暂无,12,53200008,12,10,7,4060,56,300,99,406000
6008013,53200008,暂无,13,53200008,13,10,7,4630,56,300,99,463000
6008014,53200008,暂无,14,53200008,14,10,7,5240,56,300,99,524000
6008015,53200008,暂无,15,53200008,15,10,7,5880,56,300,99,588000
6008016,53200008,暂无,16,53200008,16,10,7,6550,56,300,99,655000
6008017,53200008,暂无,17,53200008,17,10,7,7260,56,300,99,726000
6008018,53200008,暂无,18,53200008,18,10,7,7990,56,300,99,799000
6008019,53200008,暂无,19,53200008,19,10,7,8760,56,300,99,876000
6008020,53200008,暂无,20,53200008,20,20,7,9560,56,600,99,956000
6008021,53200008,暂无,21,53200008,21,20,7,10390,56,600,99,1039000
6008022,53200008,暂无,22,53200008,22,20,7,11250,56,600,99,1125000
6008023,53200008,暂无,23,53200008,23,20,7,12140,56,600,99,1214000
6008024,53200008,暂无,24,53200008,24,20,7,13060,56,600,99,1306000
6008025,53200008,暂无,25,53200008,25,20,7,14010,56,600,99,1401000
6008026,53200008,暂无,26,53200008,26,20,7,14990,56,600,99,1499000
6008027,53200008,暂无,27,53200008,27,20,7,16000,56,600,99,1600000
6008028,53200008,暂无,28,53200008,28,20,7,17030,56,600,99,1703000
6008029,53200008,暂无,29,53200008,29,20,7,18100,56,600,99,1810000
6008030,53200008,暂无,30,53200008,30,30,7,19190,56,900,99,1919000
6008031,53200008,暂无,31,53200008,31,30,7,20310,56,900,99,2031000
6008032,53200008,暂无,32,53200008,32,30,7,21450,56,900,99,2145000
6008033,53200008,暂无,33,53200008,33,30,7,22630,56,900,99,2263000
6008034,53200008,暂无,34,53200008,34,30,7,23830,56,900,99,2383000
6008035,53200008,暂无,35,53200008,35,30,7,25050,56,900,99,2505000
6008036,53200008,暂无,36,53200008,36,30,7,26310,56,900,99,2631000
6008037,53200008,暂无,37,53200008,37,30,7,27590,56,900,99,2759000
6008038,53200008,暂无,38,53200008,38,30,7,28890,56,900,99,2889000
6008039,53200008,暂无,39,53200008,39,30,7,30220,56,900,99,3022000
6008040,53200008,暂无,40,53200008,40,40,7,31580,56,1200,99,3158000
6008041,53200008,暂无,41,53200008,41,40,7,32970,56,1200,99,3297000
6008042,53200008,暂无,42,53200008,42,40,7,34380,56,1200,99,3438000
6008043,53200008,暂无,43,53200008,43,40,7,35810,56,1200,99,3581000
6008044,53200008,暂无,44,53200008,44,40,7,37270,56,1200,99,3727000
6008045,53200008,暂无,45,53200008,45,40,7,38760,56,1200,99,3876000
6008046,53200008,暂无,46,53200008,46,40,7,40270,56,1200,99,4027000
6008047,53200008,暂无,47,53200008,47,40,7,41800,56,1200,99,4180000
6008048,53200008,暂无,48,53200008,48,40,7,43360,56,1200,99,4336000
6008049,53200008,暂无,49,53200008,49,40,7,44940,56,1200,99,4494000
6008050,53200008,暂无,50,53200008,50,50,7,46550,56,1800,99,4655000
6008051,53200008,暂无,51,53200008,51,50,7,48180,56,1800,99,4818000
6008052,53200008,暂无,52,53200008,52,50,7,49840,56,1800,99,4984000
6008053,53200008,暂无,53,53200008,53,50,7,51520,56,1800,99,5152000
6008054,53200008,暂无,54,53200008,54,50,7,53230,56,1800,99,5323000
6008055,53200008,暂无,55,53200008,55,50,7,54960,56,1800,99,5496000
6008056,53200008,暂无,56,53200008,56,50,7,56710,56,1800,99,5671000
6008057,53200008,暂无,57,53200008,57,50,7,58490,56,1800,99,5849000
6008058,53200008,暂无,58,53200008,58,50,7,60290,56,1800,99,6029000
6008059,53200008,暂无,59,53200008,59,50,7,62110,56,1800,99,6211000
6008060,53200008,暂无,60,53200008,60,60,7,63960,56,2400,99,6396000
6008061,53200008,暂无,61,53200008,61,60,7,65830,56,2400,99,6583000
6008062,53200008,暂无,62,53200008,62,60,7,67720,56,2400,99,6772000
6008063,53200008,暂无,63,53200008,63,60,7,69630,56,2400,99,6963000
6008064,53200008,暂无,64,53200008,64,60,7,71570,56,2400,99,7157000
6008065,53200008,暂无,65,53200008,65,60,7,73530,56,2400,99,7353000
6008066,53200008,暂无,66,53200008,66,60,7,75520,56,2400,99,7552000
6008067,53200008,暂无,67,53200008,67,60,7,77530,56,2400,99,7753000
6008068,53200008,暂无,68,53200008,68,60,7,79560,56,2400,99,7956000
6008069,53200008,暂无,69,53200008,69,60,7,81610,56,2400,99,8161000
6008070,53200008,暂无,70,53200008,70,70,7,83680,56,3000,99,8368000
6008071,53200008,暂无,71,53200008,71,70,7,85780,56,3000,99,8578000
6008072,53200008,暂无,72,53200008,72,70,7,87900,56,3000,99,8790000
6008073,53200008,暂无,73,53200008,73,70,7,90040,56,3000,99,9004000
6008074,53200008,暂无,74,53200008,74,70,7,92210,56,3000,99,9221000
6008075,53200008,暂无,75,53200008,75,70,7,94390,56,3000,99,9439000
6008076,53200008,暂无,76,53200008,76,70,7,96600,56,3000,99,9660000
6008077,53200008,暂无,77,53200008,77,70,7,98830,56,3000,99,9883000
6008078,53200008,暂无,78,53200008,78,70,7,101080,56,3000,99,10108000
6008079,53200008,暂无,79,53200008,79,70,7,103350,56,3000,99,10335000
6008080,53200008,暂无,80,53200008,80,80,7,105650,56,3600,99,10565000
6008081,53200008,暂无,81,53200008,81,80,7,107960,56,3600,99,10796000
6008082,53200008,暂无,82,53200008,82,80,7,110300,56,3600,99,11030000
6008083,53200008,暂无,83,53200008,83,80,7,112660,56,3600,99,11266000
6008084,53200008,暂无,84,53200008,84,80,7,115040,56,3600,99,11504000
6008085,53200008,暂无,85,53200008,85,80,7,117440,56,3600,99,11744000
6008086,53200008,暂无,86,53200008,86,80,7,119870,56,3600,99,11987000
6008087,53200008,暂无,87,53200008,87,80,7,122310,56,3600,99,12231000
6008088,53200008,暂无,88,53200008,88,80,7,124780,56,3600,99,12478000
6008089,53200008,暂无,89,53200008,89,80,7,127270,56,3600,99,12727000
6008090,53200008,暂无,90,53200008,90,90,7,129770,56,4500,99,12977000
6008091,53200008,暂无,91,53200008,91,90,7,132300,56,4500,99,13230000
6008092,53200008,暂无,92,53200008,92,90,7,134850,56,4500,99,13485000
6008093,53200008,暂无,93,53200008,93,90,7,137420,56,4500,99,13742000
6008094,53200008,暂无,94,53200008,94,90,7,140020,56,4500,99,14002000
6008095,53200008,暂无,95,53200008,95,90,7,142630,56,4500,99,14263000
6008096,53200008,暂无,96,53200008,96,90,7,145260,56,4500,99,14526000
6008097,53200008,暂无,97,53200008,97,90,7,147920,56,4500,99,14792000
6008098,53200008,暂无,98,53200008,98,90,7,150590,56,4500,99,15059000
6008099,53200008,暂无,99,53200008,99,90,7,153280,56,4500,99,15328000
6008100,53200008,暂无,100,53200008,100,90,7,156000,56,6000,99,15600000
5009001,53100009,暂无,1,53100009,1,1,7,150,56,0,99,15000
5009002,53100009,暂无,2,53100009,2,1,7,205,56,0,99,20500
5009003,53100009,暂无,3,53100009,3,1,7,290,56,0,99,29000
5009004,53100009,暂无,4,53100009,4,1,7,400,56,0,99,40000
5009005,53100009,暂无,5,53100009,5,1,7,535,56,0,99,53500
5009006,53100009,暂无,6,53100009,6,1,7,690,56,0,99,69000
5009007,53100009,暂无,7,53100009,7,1,7,865,56,0,99,86500
5009008,53100009,暂无,8,53100009,8,1,7,1060,56,0,99,106000
5009009,53100009,暂无,9,53100009,9,1,7,1275,56,0,99,127500
5009010,53100009,暂无,10,53100009,10,10,7,1510,56,0,99,151000
5009011,53100009,暂无,11,53100009,11,10,7,1760,56,0,99,176000
5009012,53100009,暂无,12,53100009,12,10,7,2030,56,0,99,203000
5009013,53100009,暂无,13,53100009,13,10,7,2315,56,0,99,231500
5009014,53100009,暂无,14,53100009,14,10,7,2620,56,0,99,262000
5009015,53100009,暂无,15,53100009,15,10,7,2940,56,0,99,294000
5009016,53100009,暂无,16,53100009,16,10,7,3275,56,0,99,327500
5009017,53100009,暂无,17,53100009,17,10,7,3630,56,0,99,363000
5009018,53100009,暂无,18,53100009,18,10,7,3995,56,0,99,399500
5009019,53100009,暂无,19,53100009,19,10,7,4380,56,0,99,438000
5009020,53100009,暂无,20,53100009,20,20,7,4780,56,0,99,478000
5009021,53100009,暂无,21,53100009,21,20,7,5195,56,0,99,519500
5009022,53100009,暂无,22,53100009,22,20,7,5625,56,0,99,562500
5009023,53100009,暂无,23,53100009,23,20,7,6070,56,0,99,607000
5009024,53100009,暂无,24,53100009,24,20,7,6530,56,0,99,653000
5009025,53100009,暂无,25,53100009,25,20,7,7005,56,0,99,700500
5009026,53100009,暂无,26,53100009,26,20,7,7495,56,0,99,749500
5009027,53100009,暂无,27,53100009,27,20,7,8000,56,0,99,800000
5009028,53100009,暂无,28,53100009,28,20,7,8515,56,0,99,851500
5009029,53100009,暂无,29,53100009,29,20,7,9050,56,0,99,905000
5009030,53100009,暂无,30,53100009,30,30,7,9595,56,0,99,959500
5009031,53100009,暂无,31,53100009,31,30,7,10155,56,0,99,1015500
5009032,53100009,暂无,32,53100009,32,30,7,10725,56,0,99,1072500
5009033,53100009,暂无,33,53100009,33,30,7,11315,56,0,99,1131500
5009034,53100009,暂无,34,53100009,34,30,7,11915,56,0,99,1191500
5009035,53100009,暂无,35,53100009,35,30,7,12525,56,0,99,1252500
5009036,53100009,暂无,36,53100009,36,30,7,13155,56,0,99,1315500
5009037,53100009,暂无,37,53100009,37,30,7,13795,56,0,99,1379500
5009038,53100009,暂无,38,53100009,38,30,7,14445,56,0,99,1444500
5009039,53100009,暂无,39,53100009,39,30,7,15110,56,0,99,1511000
5009040,53100009,暂无,40,53100009,40,40,7,15790,56,0,99,1579000
5009041,53100009,暂无,41,53100009,41,40,7,16485,56,0,99,1648500
5009042,53100009,暂无,42,53100009,42,40,7,17190,56,0,99,1719000
5009043,53100009,暂无,43,53100009,43,40,7,17905,56,0,99,1790500
5009044,53100009,暂无,44,53100009,44,40,7,18635,56,0,99,1863500
5009045,53100009,暂无,45,53100009,45,40,7,19380,56,0,99,1938000
5009046,53100009,暂无,46,53100009,46,40,7,20135,56,0,99,2013500
5009047,53100009,暂无,47,53100009,47,40,7,20900,56,0,99,2090000
5009048,53100009,暂无,48,53100009,48,40,7,21680,56,0,99,2168000
5009049,53100009,暂无,49,53100009,49,40,7,22470,56,0,99,2247000
5009050,53100009,暂无,50,53100009,50,50,7,23275,56,0,99,2327500
5009051,53100009,暂无,51,53100009,51,50,7,24090,56,0,99,2409000
5009052,53100009,暂无,52,53100009,52,50,7,24920,56,0,99,2492000
5009053,53100009,暂无,53,53100009,53,50,7,25760,56,0,99,2576000
5009054,53100009,暂无,54,53100009,54,50,7,26615,56,0,99,2661500
5009055,53100009,暂无,55,53100009,55,50,7,27480,56,0,99,2748000
5009056,53100009,暂无,56,53100009,56,50,7,28355,56,0,99,2835500
5009057,53100009,暂无,57,53100009,57,50,7,29245,56,0,99,2924500
5009058,53100009,暂无,58,53100009,58,50,7,30145,56,0,99,3014500
5009059,53100009,暂无,59,53100009,59,50,7,31055,56,0,99,3105500
5009060,53100009,暂无,60,53100009,60,60,7,31980,56,0,99,3198000
5009061,53100009,暂无,61,53100009,61,60,7,32915,56,0,99,3291500
5009062,53100009,暂无,62,53100009,62,60,7,33860,56,0,99,3386000
5009063,53100009,暂无,63,53100009,63,60,7,34815,56,0,99,3481500
5009064,53100009,暂无,64,53100009,64,60,7,35785,56,0,99,3578500
5009065,53100009,暂无,65,53100009,65,60,7,36765,56,0,99,3676500
5009066,53100009,暂无,66,53100009,66,60,7,37760,56,0,99,3776000
5009067,53100009,暂无,67,53100009,67,60,7,38765,56,0,99,3876500
5009068,53100009,暂无,68,53100009,68,60,7,39780,56,0,99,3978000
5009069,53100009,暂无,69,53100009,69,60,7,40805,56,0,99,4080500
5009070,53100009,暂无,70,53100009,70,70,7,41840,56,0,99,4184000
5009071,53100009,暂无,71,53100009,71,70,7,42890,56,0,99,4289000
5009072,53100009,暂无,72,53100009,72,70,7,43950,56,0,99,4395000
5009073,53100009,暂无,73,53100009,73,70,7,45020,56,0,99,4502000
5009074,53100009,暂无,74,53100009,74,70,7,46105,56,0,99,4610500
5009075,53100009,暂无,75,53100009,75,70,7,47195,56,0,99,4719500
5009076,53100009,暂无,76,53100009,76,70,7,48300,56,0,99,4830000
5009077,53100009,暂无,77,53100009,77,70,7,49415,56,0,99,4941500
5009078,53100009,暂无,78,53100009,78,70,7,50540,56,0,99,5054000
5009079,53100009,暂无,79,53100009,79,70,7,51675,56,0,99,5167500
5009080,53100009,暂无,80,53100009,80,80,7,52825,56,0,99,5282500
5009081,53100009,暂无,81,53100009,81,80,7,53980,56,0,99,5398000
5009082,53100009,暂无,82,53100009,82,80,7,55150,56,0,99,5515000
5009083,53100009,暂无,83,53100009,83,80,7,56330,56,0,99,5633000
5009084,53100009,暂无,84,53100009,84,80,7,57520,56,0,99,5752000
5009085,53100009,暂无,85,53100009,85,80,7,58720,56,0,99,5872000
5009086,53100009,暂无,86,53100009,86,80,7,59935,56,0,99,5993500
5009087,53100009,暂无,87,53100009,87,80,7,61155,56,0,99,6115500
5009088,53100009,暂无,88,53100009,88,80,7,62390,56,0,99,6239000
5009089,53100009,暂无,89,53100009,89,80,7,63635,56,0,99,6363500
5009090,53100009,暂无,90,53100009,90,90,7,64885,56,0,99,6488500
5009091,53100009,暂无,91,53100009,91,90,7,66150,56,0,99,6615000
5009092,53100009,暂无,92,53100009,92,90,7,67425,56,0,99,6742500
5009093,53100009,暂无,93,53100009,93,90,7,68710,56,0,99,6871000
5009094,53100009,暂无,94,53100009,94,90,7,70010,56,0,99,7001000
5009095,53100009,暂无,95,53100009,95,90,7,71315,56,0,99,7131500
5009096,53100009,暂无,96,53100009,96,90,7,72630,56,0,99,7263000
5009097,53100009,暂无,97,53100009,97,90,7,73960,56,0,99,7396000
5009098,53100009,暂无,98,53100009,98,90,7,75295,56,0,99,7529500
5009099,53100009,暂无,99,53100009,99,90,7,76640,56,0,99,7664000
5009100,53100009,暂无,100,53100009,100,90,7,78000,56,0,99,7800000
6009001,53200009,暂无,1,53200009,1,1,7,300,56,0,99,30000
6009002,53200009,暂无,2,53200009,2,1,7,410,56,0,99,41000
6009003,53200009,暂无,3,53200009,3,1,7,580,56,0,99,58000
6009004,53200009,暂无,4,53200009,4,1,7,800,56,0,99,80000
6009005,53200009,暂无,5,53200009,5,1,7,1070,56,0,99,107000
6009006,53200009,暂无,6,53200009,6,1,7,1380,56,0,99,138000
6009007,53200009,暂无,7,53200009,7,1,7,1730,56,0,99,173000
6009008,53200009,暂无,8,53200009,8,1,7,2120,56,0,99,212000
6009009,53200009,暂无,9,53200009,9,1,7,2550,56,0,99,255000
6009010,53200009,暂无,10,53200009,10,10,7,3020,56,300,99,302000
6009011,53200009,暂无,11,53200009,11,10,7,3520,56,300,99,352000
6009012,53200009,暂无,12,53200009,12,10,7,4060,56,300,99,406000
6009013,53200009,暂无,13,53200009,13,10,7,4630,56,300,99,463000
6009014,53200009,暂无,14,53200009,14,10,7,5240,56,300,99,524000
6009015,53200009,暂无,15,53200009,15,10,7,5880,56,300,99,588000
6009016,53200009,暂无,16,53200009,16,10,7,6550,56,300,99,655000
6009017,53200009,暂无,17,53200009,17,10,7,7260,56,300,99,726000
6009018,53200009,暂无,18,53200009,18,10,7,7990,56,300,99,799000
6009019,53200009,暂无,19,53200009,19,10,7,8760,56,300,99,876000
6009020,53200009,暂无,20,53200009,20,20,7,9560,56,600,99,956000
6009021,53200009,暂无,21,53200009,21,20,7,10390,56,600,99,1039000
6009022,53200009,暂无,22,53200009,22,20,7,11250,56,600,99,1125000
6009023,53200009,暂无,23,53200009,23,20,7,12140,56,600,99,1214000
6009024,53200009,暂无,24,53200009,24,20,7,13060,56,600,99,1306000
6009025,53200009,暂无,25,53200009,25,20,7,14010,56,600,99,1401000
6009026,53200009,暂无,26,53200009,26,20,7,14990,56,600,99,1499000
6009027,53200009,暂无,27,53200009,27,20,7,16000,56,600,99,1600000
6009028,53200009,暂无,28,53200009,28,20,7,17030,56,600,99,1703000
6009029,53200009,暂无,29,53200009,29,20,7,18100,56,600,99,1810000
6009030,53200009,暂无,30,53200009,30,30,7,19190,56,900,99,1919000
6009031,53200009,暂无,31,53200009,31,30,7,20310,56,900,99,2031000
6009032,53200009,暂无,32,53200009,32,30,7,21450,56,900,99,2145000
6009033,53200009,暂无,33,53200009,33,30,7,22630,56,900,99,2263000
6009034,53200009,暂无,34,53200009,34,30,7,23830,56,900,99,2383000
6009035,53200009,暂无,35,53200009,35,30,7,25050,56,900,99,2505000
6009036,53200009,暂无,36,53200009,36,30,7,26310,56,900,99,2631000
6009037,53200009,暂无,37,53200009,37,30,7,27590,56,900,99,2759000
6009038,53200009,暂无,38,53200009,38,30,7,28890,56,900,99,2889000
6009039,53200009,暂无,39,53200009,39,30,7,30220,56,900,99,3022000
6009040,53200009,暂无,40,53200009,40,40,7,31580,56,1200,99,3158000
6009041,53200009,暂无,41,53200009,41,40,7,32970,56,1200,99,3297000
