lazyid,id ,name,lv,needitem,neednum,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6
2027015,52040206,圣独角兽,15,52040206,400,7,38540,6,381500,8,36980,10,78630,30,37370,99,22850500
2027016,52040206,圣独角兽,16,52040206,460,7,45790,6,453280,8,43940,10,93430,30,44400,99,27150100
2027017,52040206,圣独角兽,17,52040206,520,7,53840,6,533010,8,51670,10,109860,30,52210,99,31925200
2027018,52040206,圣独角兽,18,52040206,580,7,62740,6,621020,8,60200,10,128010,30,60830,99,37197900
2027019,52040206,圣独角兽,19,52040206,640,7,72500,6,717640,8,69570,10,147920,30,70300,99,42985800
2027020,52040206,圣独角兽,20,0,0,7,83160,6,823200,8,79800,10,169680,30,80640,99,49308000
1028001,52040107,绿龙,1,52040107,3,7,80,6,860,8,80,10,170,30,90,99,50700
1028002,52040107,绿龙,2,52040107,6,7,150,6,1640,8,160,10,320,30,160,99,95800
1028003,52040107,绿龙,3,52040107,12,7,310,6,3440,8,330,10,670,30,340,99,200300
1028004,52040107,绿龙,4,52040107,24,7,600,6,6610,8,640,10,1280,30,650,99,385200
1028005,52040107,绿龙,5,52040107,40,7,1050,6,11440,8,1110,10,2220,30,1130,99,668800
1028006,52040107,绿龙,6,52040107,64,7,1660,6,18190,8,1770,10,3530,30,1800,99,1063300
1028007,52040107,绿龙,7,52040107,90,7,2480,6,27130,8,2640,10,5270,30,2690,99,1587100
1028008,52040107,绿龙,8,52040107,120,7,3520,6,38500,8,3740,10,7480,30,3810,99,2251000
1028009,52040107,绿龙,9,52040107,150,7,4800,6,52520,8,5100,10,10200,30,5200,99,3070400
1028010,52040107,绿龙,10,52040107,180,7,6350,6,69420,8,6740,10,13490,30,6880,99,4059900
1028011,52040107,绿龙,11,52040107,220,7,8170,6,89410,8,8690,10,17370,30,8860,99,5228700
1028012,52040107,绿龙,12,52040107,260,7,10300,6,112710,8,10950,10,21900,30,11160,99,6590200
1028013,52040107,绿龙,13,52040107,310,7,12750,6,139500,8,13550,10,27100,30,13820,99,8157000
1028014,52040107,绿龙,14,52040107,350,7,15540,6,169990,8,16510,10,33030,30,16840,99,9940300
1028015,52040107,绿龙,15,52040107,400,7,18690,6,204370,8,19850,10,39710,30,20240,99,11950900
1028016,52040107,绿龙,16,52040107,460,7,22200,6,242830,8,23590,10,47180,30,24050,99,14199600
1028017,52040107,绿龙,17,52040107,520,7,26110,6,285540,8,27740,10,55480,30,28280,99,16697800
1028018,52040107,绿龙,18,52040107,580,7,30420,6,332690,8,32320,10,64640,30,32950,99,19454800
1028019,52040107,绿龙,19,52040107,640,7,35150,6,384450,8,37350,10,74690,30,38080,99,22481500
1028020,52040107,绿龙,20,0,0,7,40320,6,441000,8,42840,10,85680,30,43680,99,25788000
2028001,52040207,翡翠龙,1,52040207,3,7,170,6,1560,8,170,10,340,30,160,99,98200
2028002,52040207,翡翠龙,2,52040207,6,7,320,6,2960,8,320,10,650,30,300,99,185700
2028003,52040207,翡翠龙,3,52040207,12,7,660,6,6230,8,680,10,1360,30,640,99,390600
2028004,52040207,翡翠龙,4,52040207,24,7,1270,6,11970,8,1300,10,2620,30,1220,99,749400
2028005,52040207,翡翠龙,5,52040207,40,7,2200,6,20700,8,2240,10,4530,30,2110,99,1295500
2028006,52040207,翡翠龙,6,52040207,64,7,3500,6,32920,8,3570,10,7210,30,3360,99,2061900
2028007,52040207,翡翠龙,7,52040207,90,7,5220,6,49100,8,5320,10,10750,30,5010,99,3074500
2028008,52040207,翡翠龙,8,52040207,120,7,7410,6,69660,8,7550,10,15250,30,7110,99,4362700
2028009,52040207,翡翠龙,9,52040207,150,7,10100,6,95030,8,10300,10,20810,30,9700,99,5951100
2028010,52040207,翡翠龙,10,52040207,180,7,13360,6,125620,8,13620,10,27500,30,12830,99,7868400
2028011,52040207,翡翠龙,11,52040207,220,7,17200,6,161800,8,17540,10,35420,30,16520,99,10133000
2028012,52040207,翡翠龙,12,52040207,260,7,21680,6,203950,8,22110,10,44650,30,20820,99,12772500
2028013,52040207,翡翠龙,13,52040207,310,7,26840,6,252430,8,27370,10,55270,30,25770,99,15810100
2028014,52040207,翡翠龙,14,52040207,350,7,32700,6,307610,8,33350,10,67350,30,31410,99,19265700
2028015,52040207,翡翠龙,15,52040207,400,7,39320,6,369820,8,40100,10,80970,30,37760,99,23162900
2028016,52040207,翡翠龙,16,52040207,460,7,46720,6,439400,8,47640,10,96210,30,44870,99,27521500
2028017,52040207,翡翠龙,17,52040207,520,7,54930,6,516690,8,56020,10,113130,30,52760,99,32361300
2028018,52040207,翡翠龙,18,52040207,580,7,64000,6,602010,8,65270,10,131810,30,61470,99,37704700
2028019,52040207,翡翠龙,19,52040207,640,7,73960,6,695670,8,75430,10,152320,30,71030,99,43571400
2028020,52040207,翡翠龙,20,0,0,7,84840,6,798000,8,86520,10,174720,30,81480,99,49980000
1029001,52050101,低语者,1,52050101,3,29,80,6,850,8,90,10,170,30,80,99,50500
1029002,52050101,低语者,2,52050101,6,29,150,6,1620,8,160,10,320,30,150,99,94400
1029003,52050101,低语者,3,52050101,12,29,310,6,3410,8,340,10,680,30,310,99,198200
1029004,52050101,低语者,4,52050101,24,29,600,6,6550,8,660,10,1310,30,600,99,382500
1029005,52050101,低语者,5,52050101,40,29,1050,6,11330,8,1140,10,2270,30,1050,99,664100
1029006,52050101,低语者,6,52050101,64,29,1660,6,18020,8,1820,10,3600,30,1660,99,1054400
1029007,52050101,低语者,7,52050101,90,29,2480,6,26870,8,2710,10,5370,30,2480,99,1572900
1029008,52050101,低语者,8,52050101,120,29,3520,6,38130,8,3850,10,7630,30,3520,99,2233100
1029009,52050101,低语者,9,52050101,150,29,4800,6,52020,8,5250,10,10400,30,4800,99,3045400
1029010,52050101,低语者,10,52050101,180,29,6350,6,68760,8,6940,10,13750,30,6350,99,4026700
1029011,52050101,低语者,11,52050101,220,29,8170,6,88560,8,8940,10,17710,30,8170,99,5184700
1029012,52050101,低语者,12,52050101,260,29,10300,6,111630,8,11270,10,22330,30,10300,99,6536100
1029013,52050101,低语者,13,52050101,310,29,12750,6,138170,8,13950,10,27630,30,12750,99,8089900
1029014,52050101,低语者,14,52050101,350,29,15540,6,168370,8,17000,10,33670,30,15540,99,9858900
1029015,52050101,低语者,15,52050101,400,29,18690,6,202430,8,20440,10,40490,30,18690,99,11855100
1029016,52050101,低语者,16,52050101,460,29,22200,6,240510,8,24280,10,48100,30,22200,99,14083200
1029017,52050101,低语者,17,52050101,520,29,26110,6,282820,8,28550,10,56560,30,26110,99,16561400
1029018,52050101,低语者,18,52050101,580,29,30420,6,329520,8,33270,10,65900,30,30420,99,19296400
1029019,52050101,低语者,19,52050101,640,29,35150,6,380790,8,38450,10,76160,30,35150,99,22298800
1029020,52050101,低语者,20,0,0,29,40320,6,436800,8,44100,10,87360,30,40320,99,25578000
2029001,52050201,绞杀者,1,52050201,3,29,170,6,1560,8,170,10,330,30,170,99,98700
2029002,52050201,绞杀者,2,52050201,6,29,320,6,2960,8,330,10,640,30,320,99,188200
2029003,52050201,绞杀者,3,52050201,12,29,670,6,6230,8,690,10,1340,30,680,99,395600
2029004,52050201,绞杀者,4,52050201,24,29,1280,6,11970,8,1320,10,2570,30,1300,99,757900
2029005,52050201,绞杀者,5,52050201,40,29,2220,6,20700,8,2290,10,4440,30,2240,99,1311000
2029006,52050201,绞杀者,6,52050201,64,29,3530,6,32920,8,3640,10,7070,30,3570,99,2085900
2029007,52050201,绞杀者,7,52050201,90,29,5270,6,49100,8,5430,10,10540,30,5320,99,3111000
2029008,52050201,绞杀者,8,52050201,120,29,7480,6,69660,8,7700,10,14960,30,7550,99,4414200
2029009,52050201,绞杀者,9,52050201,150,29,10200,6,95030,8,10500,10,20410,30,10300,99,6021100
2029010,52050201,绞杀者,10,52050201,180,29,13490,6,125620,8,13880,10,26970,30,13620,99,7959900
2029011,52050201,绞杀者,11,52050201,220,29,17370,6,161800,8,17880,10,34740,30,17540,99,10252000
2029012,52050201,绞杀者,12,52050201,260,29,21900,6,203950,8,22540,10,43790,30,22110,99,12923500
2029013,52050201,绞杀者,13,52050201,310,29,27100,6,252430,8,27900,10,54210,30,27370,99,15996100
2029014,52050201,绞杀者,14,52050201,350,29,33030,6,307610,8,34000,10,66050,30,33350,99,19492700
2029015,52050201,绞杀者,15,52050201,400,29,39710,6,369820,8,40870,10,79410,30,40100,99,23434900
2029016,52050201,绞杀者,16,52050201,460,29,47180,6,439400,8,48570,10,94360,30,47640,99,27845000
2029017,52050201,绞杀者,17,52050201,520,29,55480,6,516690,8,57110,10,110950,30,56020,99,32742300
2029018,52050201,绞杀者,18,52050201,580,29,64640,6,602010,8,66540,10,129270,30,65270,99,38148700
2029019,52050201,绞杀者,19,52050201,640,29,74690,6,695670,8,76890,10,149390,30,75430,99,44083900
2029020,52050201,绞杀者,20,0,0,29,85680,6,798000,8,88200,10,171360,30,86520,99,50568000
1030001,52050102,刃魔,1,52050102,3,7,80,6,840,8,90,10,170,30,90,99,51300
1030002,52050102,刃魔,2,52050102,6,7,160,6,1610,8,160,10,320,30,160,99,96200
1030003,52050102,刃魔,3,52050102,12,7,330,6,3380,8,340,10,660,30,340,99,201600
1030004,52050102,刃魔,4,52050102,24,7,640,6,6490,8,650,10,1270,30,660,99,388300
1030005,52050102,刃魔,5,52050102,40,7,1110,6,11220,8,1130,10,2200,30,1140,99,672400
1030006,52050102,刃魔,6,52050102,64,7,1770,6,17850,8,1800,10,3500,30,1820,99,1071000
1030007,52050102,刃魔,7,52050102,90,7,2640,6,26610,8,2690,10,5220,30,2710,99,1597200
1030008,52050102,刃魔,8,52050102,120,7,3740,6,37760,8,3810,10,7410,30,3850,99,2265700
1030009,52050102,刃魔,9,52050102,150,7,5100,6,51520,8,5200,10,10100,30,5250,99,3090400
1030010,52050102,刃魔,10,52050102,180,7,6740,6,68100,8,6880,10,13360,30,6940,99,4086000
1030011,52050102,刃魔,11,52050102,220,7,8690,6,87710,8,8860,10,17200,30,8940,99,5263200
1030012,52050102,刃魔,12,52050102,260,7,10950,6,110560,8,11160,10,21680,30,11270,99,6633200
1030013,52050102,刃魔,13,52050102,310,7,13550,6,136840,8,13820,10,26840,30,13950,99,8210800
1030014,52050102,刃魔,14,52050102,350,7,16510,6,166760,8,16840,10,32700,30,17000,99,10005200
1030015,52050102,刃魔,15,52050102,400,7,19850,6,200480,8,20240,10,39320,30,20440,99,12028600
1030016,52050102,刃魔,16,52050102,460,7,23590,6,238200,8,24050,10,46720,30,24280,99,14292000
1030017,52050102,刃魔,17,52050102,520,7,27740,6,280100,8,28280,10,54930,30,28550,99,16805500
1030018,52050102,刃魔,18,52050102,580,7,32320,6,326350,8,32950,10,64000,30,33270,99,19581000
1030019,52050102,刃魔,19,52050102,640,7,37350,6,377130,8,38080,10,73960,30,38450,99,22628600
1030020,52050102,刃魔,20,0,0,7,42840,6,432600,8,43680,10,84840,30,44100,99,25956000
2030001,52050202,狂魔,1,52050202,3,7,170,6,1720,8,170,10,330,30,170,99,101900
2030002,52050202,狂魔,2,52050202,6,7,320,6,3280,8,320,10,630,30,320,99,193100
2030003,52050202,狂魔,3,52050202,12,7,660,6,6890,8,680,10,1330,30,680,99,406300
2030004,52050202,狂魔,4,52050202,24,7,1270,6,13230,8,1300,10,2540,30,1300,99,778600
2030005,52050202,狂魔,5,52050202,40,7,2200,6,22880,8,2240,10,4400,30,2240,99,1345600
2030006,52050202,狂魔,6,52050202,64,7,3500,6,36390,8,3570,10,7000,30,3570,99,2141800
2030007,52050202,狂魔,7,52050202,90,7,5220,6,54260,8,5320,10,10440,30,5320,99,3193200
2030008,52050202,狂魔,8,52050202,120,7,7410,6,76990,8,7550,10,14810,30,7550,99,4531300
2030009,52050202,狂魔,9,52050202,150,7,10100,6,105040,8,10300,10,20210,30,10300,99,6181300
2030010,52050202,狂魔,10,52050202,180,7,13360,6,138840,8,13620,10,26710,30,13620,99,8172300
2030011,52050202,狂魔,11,52050202,220,7,17200,6,178830,8,17540,10,34400,30,17540,99,10524600
2030012,52050202,狂魔,12,52050202,260,7,21680,6,225410,8,22110,10,43370,30,22110,99,13266700
2030013,52050202,狂魔,13,52050202,310,7,26840,6,279000,8,27370,10,53670,30,27370,99,16421500
2030014,52050202,狂魔,14,52050202,350,7,32700,6,339990,8,33350,10,65410,30,33350,99,20010300
2030015,52050202,狂魔,15,52050202,400,7,39320,6,408750,8,40100,10,78630,30,40100,99,24058500
2030016,52050202,狂魔,16,52050202,460,7,46720,6,485660,8,47640,10,93430,30,47640,99,28584700
2030017,52050202,狂魔,17,52050202,520,7,54930,6,571080,8,56020,10,109860,30,56020,99,33611600
2030018,52050202,狂魔,18,52050202,580,7,64000,6,665380,8,65270,10,128010,30,65270,99,39162100
2030019,52050202,狂魔,19,52050202,640,7,73960,6,768900,8,75430,10,147920,30,75430,99,45256000
2030020,52050202,狂魔,20,0,0,7,84840,6,882000,8,86520,10,169680,30,86520,99,51912000
1031001,52050103,渎神者,1,52050103,3,7,80,6,850,8,80,10,170,30,90,99,50500
1031002,52050103,渎神者,2,52050103,6,7,150,6,1620,8,150,10,320,30,160,99,94400
1031003,52050103,渎神者,3,52050103,12,7,320,6,3410,8,310,10,680,30,340,99,199200
1031004,52050103,渎神者,4,52050103,24,7,620,6,6550,8,600,10,1300,30,650,99,383000
1031005,52050103,渎神者,5,52050103,40,7,1080,6,11330,8,1030,10,2240,30,1130,99,662600
1031006,52050103,渎神者,6,52050103,64,7,1720,6,18020,8,1650,10,3570,30,1800,99,1055900
1031007,52050103,渎神者,7,52050103,90,7,2560,6,26870,8,2450,10,5320,30,2690,99,1573400
1031008,52050103,渎神者,8,52050103,120,7,3630,6,38130,8,3480,10,7550,30,3810,99,2232100
1031009,52050103,渎神者,9,52050103,150,7,4950,6,52020,8,4750,10,10300,30,5200,99,3045400
1031010,52050103,渎神者,10,52050103,180,7,6550,6,68760,8,6280,10,13620,30,6880,99,4027200
1031011,52050103,渎神者,11,52050103,220,7,8430,6,88560,8,8090,10,17540,30,8860,99,5186200
1031012,52050103,渎神者,12,52050103,260,7,10630,6,111630,8,10200,10,22110,30,11160,99,6537100
1031013,52050103,渎神者,13,52050103,310,7,13150,6,138170,8,12620,10,27370,30,13820,99,8090900
1031014,52050103,渎神者,14,52050103,350,7,16030,6,168370,8,15380,10,33350,30,16840,99,9859900
1031015,52050103,渎神者,15,52050103,400,7,19270,6,202430,8,18490,10,40100,30,20240,99,11853600
1031016,52050103,渎神者,16,52050103,460,7,22900,6,240510,8,21970,10,47640,30,24050,99,14084200
1031017,52050103,渎神者,17,52050103,520,7,26920,6,282820,8,25830,10,56020,30,28280,99,16560400
1031018,52050103,渎神者,18,52050103,580,7,31370,6,329520,8,30100,10,65270,30,32950,99,19295900
1031019,52050103,渎神者,19,52050103,640,7,36250,6,380790,8,34780,10,75430,30,38080,99,22298300
1031020,52050103,渎神者,20,0,0,7,41580,6,436800,8,39900,10,86520,30,43680,99,25578000
2031001,52050203,邪术师,1,52050203,3,7,160,6,1640,8,160,10,310,30,160,99,96300
2031002,52050203,邪术师,2,52050203,6,7,300,6,3120,8,310,10,600,30,310,99,184400
2031003,52050203,邪术师,3,52050203,12,7,640,6,6560,8,660,10,1260,30,660,99,390200
2031004,52050203,邪术师,4,52050203,24,7,1220,6,12600,8,1260,10,2420,30,1260,99,747000
2031005,52050203,邪术师,5,52050203,40,7,2110,6,21790,8,2180,10,4180,30,2180,99,1291800
2031006,52050203,邪术师,6,52050203,64,7,3360,6,34650,8,3470,10,6650,30,3470,99,2055500
2031007,52050203,邪术师,7,52050203,90,7,5010,6,51680,8,5170,10,9920,30,5170,99,3064600
2031008,52050203,邪术师,8,52050203,120,7,7110,6,73330,8,7330,10,14080,30,7330,99,4347600
2031009,52050203,邪术师,9,52050203,150,7,9700,6,100040,8,10000,10,19210,30,10000,99,5931300
2031010,52050203,邪术师,10,52050203,180,7,12830,6,132230,8,13220,10,25390,30,13220,99,7841100
2031011,52050203,邪术师,11,52050203,220,7,16520,6,170310,8,17030,10,32700,30,17030,99,10099200
2031012,52050203,邪术师,12,52050203,260,7,20820,6,214680,8,21470,10,41220,30,21470,99,12730600
2031013,52050203,邪术师,13,52050203,310,7,25770,6,265720,8,26570,10,51020,30,26570,99,15756400
2031014,52050203,邪术师,14,52050203,350,7,31410,6,323800,8,32380,10,62170,30,32380,99,19201500
2031015,52050203,邪术师,15,52050203,400,7,37760,6,389280,8,38930,10,74740,30,38930,99,23084600
2031016,52050203,邪术师,16,52050203,460,7,44870,6,462530,8,46250,10,88810,30,46250,99,27428100
2031017,52050203,邪术师,17,52050203,520,7,52760,6,543890,8,54390,10,104430,30,54390,99,32253300
2031018,52050203,邪术师,18,52050203,580,7,61470,6,633690,8,63370,10,121670,30,63370,99,37578300
2031019,52050203,邪术师,19,52050203,640,7,71030,6,732290,8,73230,10,140600,30,73230,99,43424800
2031020,52050203,邪术师,20,0,0,7,81480,6,840000,8,84000,10,161280,30,84000,99,49812000
1032001,52050104,冥河恶魔,1,52050104,3,7,80,6,840,8,80,10,170,30,80,99,49300
1032002,52050104,冥河恶魔,2,52050104,6,7,150,6,1590,8,150,10,320,30,150,99,92800
1032003,52050104,冥河恶魔,3,52050104,12,7,310,6,3350,8,320,10,680,30,320,99,196000
1032004,52050104,冥河恶魔,4,52050104,24,7,600,6,6420,8,610,10,1310,30,610,99,375900
1032005,52050104,冥河恶魔,5,52050104,40,7,1030,6,11110,8,1060,10,2270,30,1060,99,650700
1032006,52050104,冥河恶魔,6,52050104,64,7,1650,6,17670,8,1680,10,3600,30,1680,99,1034400
1032007,52050104,冥河恶魔,7,52050104,90,7,2450,6,26360,8,2510,10,5370,30,2510,99,1542700
1032008,52050104,冥河恶魔,8,52050104,120,7,3480,6,37400,8,3560,10,7630,30,3560,99,2189500
1032009,52050104,冥河恶魔,9,52050104,150,7,4750,6,51020,8,4850,10,10400,30,4850,99,2985400
1032010,52050104,冥河恶魔,10,52050104,180,7,6280,6,67440,8,6410,10,13750,30,6410,99,3946300
1032011,52050104,冥河恶魔,11,52050104,220,7,8090,6,86860,8,8260,10,17710,30,8260,99,5083700
1032012,52050104,冥河恶魔,12,52050104,260,7,10200,6,109490,8,10410,10,22330,30,10410,99,6408300
1032013,52050104,冥河恶魔,13,52050104,310,7,12620,6,135520,8,12890,10,27630,30,12890,99,7931900
1032014,52050104,冥河恶魔,14,52050104,350,7,15380,6,165140,8,15700,10,33670,30,15700,99,9664300
1032015,52050104,冥河恶魔,15,52050104,400,7,18490,6,198530,8,18880,10,40490,30,18880,99,11620100
1032016,52050104,冥河恶魔,16,52050104,460,7,21970,6,235890,8,22430,10,48100,30,22430,99,13805800
1032017,52050104,冥河恶魔,17,52050104,520,7,25830,6,277380,8,26380,10,56560,30,26380,99,16234600
1032018,52050104,冥河恶魔,18,52050104,580,7,30100,6,323180,8,30730,10,65900,30,30730,99,18914600
1032019,52050104,冥河恶魔,19,52050104,640,7,34780,6,373470,8,35520,10,76160,30,35520,99,21859400
1032020,52050104,冥河恶魔,20,0,0,7,39900,6,428400,8,40740,10,87360,30,40740,99,25074000
2032001,52050204,冥河领主,1,52050204,3,7,160,6,1590,8,160,10,310,30,160,99,95300
2032002,52050204,冥河领主,2,52050204,6,7,310,6,3030,8,310,10,600,30,300,99,182600
2032003,52050204,冥河领主,3,52050204,12,7,650,6,6360,8,640,10,1260,30,640,99,383200
2032004,52050204,冥河领主,4,52050204,24,7,1250,6,12220,8,1230,10,2420,30,1220,99,735400
2032005,52050204,冥河领主,5,52050204,40,7,2160,6,21130,8,2140,10,4180,30,2110,99,1272600
2032006,52050204,冥河领主,6,52050204,64,7,3430,6,33610,8,3400,10,6650,30,3360,99,2023700
2032007,52050204,冥河领主,7,52050204,90,7,5120,6,50130,8,5060,10,9920,30,5010,99,3017600
2032008,52050204,冥河领主,8,52050204,120,7,7260,6,71130,8,7190,10,14080,30,7110,99,4282600
2032009,52050204,冥河领主,9,52050204,150,7,9900,6,97040,8,9800,10,19210,30,9700,99,5841300
2032010,52050204,冥河领主,10,52050204,180,7,13090,6,128260,8,12960,10,25390,30,12830,99,7722700
2032011,52050204,冥河领主,11,52050204,220,7,16860,6,165200,8,16690,10,32700,30,16520,99,9946000
2032012,52050204,冥河领主,12,52050204,260,7,21250,6,208240,8,21040,10,41220,30,20820,99,12536800
2032013,52050204,冥河领主,13,52050204,310,7,26310,6,257750,8,26040,10,51020,30,25770,99,15518000
2032014,52050204,冥河领主,14,52050204,350,7,32060,6,314080,8,31730,10,62170,30,31410,99,18910100
2032015,52050204,冥河领主,15,52050204,400,7,38540,6,377600,8,38150,10,74740,30,37760,99,22734000
2032016,52050204,冥河领主,16,52050204,460,7,45790,6,448650,8,45330,10,88810,30,44870,99,27012500
2032017,52050204,冥河领主,17,52050204,520,7,53840,6,527570,8,53300,10,104430,30,52760,99,31762900
2032018,52050204,冥河领主,18,52050204,580,7,62740,6,614680,8,62100,10,121670,30,61470,99,37008100
2032019,52050204,冥河领主,19,52050204,640,7,72500,6,710320,8,71760,10,140600,30,71030,99,42765400
2032020,52050204,冥河领主,20,0,0,7,83160,6,814800,8,82320,10,161280,30,81480,99,49056000
1033001,52050105,悍魔,1,52050105,3,7,80,6,790,8,80,10,170,30,80,99,48300
1033002,52050105,悍魔,2,52050105,6,7,160,6,1500,8,150,10,320,30,150,99,92000
1033003,52050105,悍魔,3,52050105,12,7,330,6,3150,8,310,10,680,30,310,99,192000
1033004,52050105,悍魔,4,52050105,24,7,640,6,6050,8,600,10,1310,30,600,99,370500
1033005,52050105,悍魔,5,52050105,40,7,1110,6,10460,8,1030,10,2270,30,1050,99,641700
1033006,52050105,悍魔,6,52050105,64,7,1770,6,16630,8,1650,10,3600,30,1660,99,1020600
1033007,52050105,悍魔,7,52050105,90,7,2640,6,24810,8,2450,10,5370,30,2480,99,1521700
1033008,52050105,悍魔,8,52050105,120,7,3740,6,35200,8,3480,10,7630,30,3520,99,2159500
1033009,52050105,悍魔,9,52050105,150,7,5100,6,48020,8,4750,10,10400,30,4800,99,2945400
1033010,52050105,悍魔,10,52050105,180,7,6740,6,63470,8,6280,10,13750,30,6350,99,3893900
1033011,52050105,悍魔,11,52050105,220,7,8690,6,81750,8,8090,10,17710,30,8170,99,5015500
1033012,52050105,悍魔,12,52050105,260,7,10950,6,103050,8,10200,10,22330,30,10300,99,6322500
1033013,52050105,悍魔,13,52050105,310,7,13550,6,127540,8,12620,10,27630,30,12750,99,7824300
1033014,52050105,悍魔,14,52050105,350,7,16510,6,155420,8,15380,10,33670,30,15540,99,9534900
1033015,52050105,悍魔,15,52050105,400,7,19850,6,186860,8,18490,10,40490,30,18690,99,11464700
1033016,52050105,悍魔,16,52050105,460,7,23590,6,222010,8,21970,10,48100,30,22200,99,13621200
1033017,52050105,悍魔,17,52050105,520,7,27740,6,261070,8,25830,10,56560,30,26110,99,16017400
1033018,52050105,悍魔,18,52050105,580,7,32320,6,304170,8,30100,10,65900,30,30420,99,18662400
1033019,52050105,悍魔,19,52050105,640,7,37350,6,351500,8,34780,10,76160,30,35150,99,21566000
1033020,52050105,悍魔,20,0,0,7,42840,6,403200,8,39900,10,87360,30,40320,99,24738000
2033001,52050205,狂暴恶魔,1,52050205,3,7,160,6,1720,8,170,10,330,30,170,99,100900
2033002,52050205,狂暴恶魔,2,52050205,6,7,300,6,3280,8,320,10,630,30,320,99,191100
2033003,52050205,狂暴恶魔,3,52050205,12,7,640,6,6890,8,670,10,1330,30,680,99,403300
2033004,52050205,狂暴恶魔,4,52050205,24,7,1220,6,13230,8,1280,10,2540,30,1310,99,772600
2033005,52050205,狂暴恶魔,5,52050205,40,7,2110,6,22880,8,2220,10,4400,30,2270,99,1337600
2033006,52050205,狂暴恶魔,6,52050205,64,7,3360,6,36390,8,3530,10,7000,30,3600,99,2126800
2033007,52050205,狂暴恶魔,7,52050205,90,7,5010,6,54260,8,5270,10,10440,30,5370,99,3172200
2033008,52050205,狂暴恶魔,8,52050205,120,7,7110,6,76990,8,7480,10,14810,30,7630,99,4502300
2033009,52050205,狂暴恶魔,9,52050205,150,7,9700,6,105040,8,10200,10,20210,30,10400,99,6141300
2033010,52050205,狂暴恶魔,10,52050205,180,7,12830,6,138840,8,13490,10,26710,30,13750,99,8119300
2033011,52050205,狂暴恶魔,11,52050205,220,7,16520,6,178830,8,17370,10,34400,30,17710,99,10456600
2033012,52050205,狂暴恶魔,12,52050205,260,7,20820,6,225410,8,21900,10,43370,30,22330,99,13181700
2033013,52050205,狂暴恶魔,13,52050205,310,7,25770,6,279000,8,27100,10,53670,30,27630,99,16313500
2033014,52050205,狂暴恶魔,14,52050205,350,7,31410,6,339990,8,33030,10,65410,30,33670,99,19881300
2033015,52050205,狂暴恶魔,15,52050205,400,7,37760,6,408750,8,39710,10,78630,30,40490,99,23902500
2033016,52050205,狂暴恶魔,16,52050205,460,7,44870,6,485660,8,47180,10,93430,30,48100,99,28399700
2033017,52050205,狂暴恶魔,17,52050205,520,7,52760,6,571080,8,55480,10,109860,30,56560,99,33394600
2033018,52050205,狂暴恶魔,18,52050205,580,7,61470,6,665380,8,64640,10,128010,30,65900,99,38909100
2033019,52050205,狂暴恶魔,19,52050205,640,7,71030,6,768900,8,74690,10,147920,30,76160,99,44962000
2033020,52050205,狂暴恶魔,20,0,0,7,81480,6,882000,8,85680,10,169680,30,87360,99,51576000
1034001,52050106,深渊领主,1,52050106,3,7,80,6,800,8,90,10,160,30,80,99,49000
1034002,52050106,深渊领主,2,52050106,6,7,160,6,1510,8,160,10,310,30,160,99,93700
1034003,52050106,深渊领主,3,52050106,12,7,330,6,3180,8,340,10,660,30,330,99,196600
1034004,52050106,深渊领主,4,52050106,24,7,640,6,6110,8,660,10,1260,30,630,99,378200
1034005,52050106,深渊领主,5,52050106,40,7,1100,6,10570,8,1140,10,2180,30,1090,99,653400
1034006,52050106,深渊领主,6,52050106,64,7,1750,6,16810,8,1820,10,3470,30,1730,99,1039700
1034007,52050106,深渊领主,7,52050106,90,7,2610,6,25060,8,2710,10,5170,30,2580,99,1549700
1034008,52050106,深渊领主,8,52050106,120,7,3700,6,35560,8,3850,10,7330,30,3670,99,2199700
1034009,52050106,深渊领主,9,52050106,150,7,5050,6,48520,8,5250,10,10000,30,5000,99,3000400
1034010,52050106,深渊领主,10,52050106,180,7,6680,6,64130,8,6940,10,13220,30,6610,99,3966600
1034011,52050106,深渊领主,11,52050106,220,7,8600,6,82600,8,8940,10,17030,30,8520,99,5109500
1034012,52050106,深渊领主,12,52050106,260,7,10840,6,104120,8,11270,10,21470,30,10730,99,6439900
1034013,52050106,深渊领主,13,52050106,310,7,13420,6,128870,8,13950,10,26570,30,13290,99,7971900
1034014,52050106,深渊领主,14,52050106,350,7,16350,6,157040,8,17000,10,32380,30,16190,99,9713800
1034015,52050106,深渊领主,15,52050106,400,7,19660,6,188800,8,20440,10,38930,30,19460,99,11678500
1034016,52050106,深渊领主,16,52050106,460,7,23360,6,224330,8,24280,10,46250,30,23130,99,13876100
1034017,52050106,深渊领主,17,52050106,520,7,27470,6,263780,8,28550,10,54390,30,27190,99,16316100
1034018,52050106,深渊领主,18,52050106,580,7,32000,6,307340,8,33270,10,63370,30,31680,99,19010300
1034019,52050106,深渊领主,19,52050106,640,7,36980,6,355160,8,38450,10,73230,30,36610,99,21968700
1034020,52050106,深渊领主,20,0,0,7,42420,6,407400,8,44100,10,84000,30,42000,99,25200000
2034001,52050206,地狱领主,1,52050206,3,7,170,6,1590,8,160,10,330,30,160,99,97300
2034002,52050206,地狱领主,2,52050206,6,7,320,6,3030,8,300,10,620,30,310,99,184600
